00001	352.0607656	5.1320964
00002	351.8122815	4.9431998
00003	352.0400614	5.1060930
00004	351.9130915	4.9875504
00005	352.0679623	5.0738855
00006	352.1642328	5.1150858
00007	351.8602066	4.8469118
00008	352.2516439	5.1111357
00009	352.1794430	4.9594862
00010	352.0727261	4.8791669
00011	352.0446531	4.8474675
00012	352.0069447	4.7454972
00013	352.2848248	4.9328350
00014	352.1164093	4.7994744
00015	351.9708434	4.6471321
00016	352.3713986	4.9406512
00017	352.1931618	4.8077646
00018	352.0441687	4.6592243
00019	352.0634076	4.6443799
00020	352.4155492	4.8991844
00021	352.3087553	4.8147457
00022	352.2231659	4.7414804
00023	352.3400603	4.8063335
00024	352.2126573	4.6899571
00025	352.4331953	4.8473516
00026	352.0180237	4.5221269
00027	352.4443242	4.7532760
00028	352.0921235	4.4743450
00029	352.4428652	4.7218083
00030	352.3132488	4.6146748
00031	352.7499174	4.8537112
00032	352.8975149	4.9561357
00033	353.1925372	5.1678974
00034	352.8821352	4.9383116
00035	353.1076749	5.0869425
00036	353.1918854	5.1400144
00037	352.9366916	4.8790116
00038	352.9225197	4.8639014
00039	352.3338085	4.4156950
00040	352.7979860	4.7445845
00041	353.0040103	4.8935008
00042	353.0746318	4.9415355
00043	352.8494870	4.7632091
00044	353.0869679	4.9361401
00045	352.0749232	4.1776527
00046	352.9892271	4.8487770
00047	353.1787488	4.9836134
00048	352.1314099	4.2014318
00049	352.3513824	4.3618884
00050	352.9385588	4.7873467
00051	352.0490253	4.1308459
00052	352.1225731	4.1751102
00053	352.4493481	4.4136952
00054	352.1975311	4.2163012
00055	352.4857230	4.4267132
00056	353.0297122	4.8184850
00057	353.2454645	4.9727228
00058	352.9638093	4.7659562
00059	353.2554108	4.9735008
00060	352.8997359	4.7082854
00061	353.0526846	4.8143204
00062	353.2154433	4.9288510
00063	352.9989740	4.7690408
00064	352.3798026	4.3066897
00065	353.2504979	4.9449810
00066	352.5047564	4.3877909
00067	352.5070099	4.3878781
00068	352.2523974	4.1939878
00069	352.9330752	4.6787641
00070	352.4367083	4.3110008
00071	353.0913046	4.7857864
00072	353.2752231	4.9163199
00073	353.0899448	4.7731316
00074	352.3934791	4.2596329
00075	352.4673230	4.3031161
00076	352.0804813	4.0173243
00077	352.1447867	4.0495275
00078	352.1383828	4.0281657
00079	352.3995738	4.2167225
00080	352.9512904	4.6179616
00081	353.0413797	4.6572493
00082	353.3768344	4.8938172
00083	352.4570472	4.2206734
00084	353.3656789	4.8729366
00085	352.9802813	4.5624028
00086	353.3338596	4.8082801
00087	353.3208019	4.7958167
00088	352.1409504	3.9267908
00089	353.1785596	4.6757955
00090	353.2121610	4.6958845
00091	353.1770210	4.6623704
00092	352.3728364	4.0696269
00093	353.0360658	4.5531888
00094	353.3787528	4.7995405
00095	352.2273895	3.9556285
00096	352.9686283	4.4920949
00097	353.4479984	4.8344030
00098	352.5526263	4.1612125
00099	352.4044286	4.0491446
00100	353.0889789	4.5486524
00101	352.4631249	4.0886608
00102	352.4775194	4.0967941
00103	353.3030809	4.6957850
00104	353.4611409	4.7869026
00105	353.4199976	4.7540268
00106	353.3409353	4.6880749
00107	353.3215502	4.6681843
00108	353.2281092	4.5867819
00109	353.3142977	4.6403978
00110	352.2515835	3.8606998
00111	352.5763701	4.0887337
00112	353.2480970	4.5732454
00113	353.1845393	4.5145056
00114	352.2801109	3.8512948
00115	352.3802068	3.9068218
00116	353.5145650	4.7308824
00117	352.2389391	3.7903898
00118	352.6729355	4.0938298
00119	353.2137344	4.4843120
00120	353.4491276	4.6530307
00121	353.1243261	4.4126900
00122	353.3684918	4.5812147
00123	353.2127325	4.4667244
00124	352.6614760	4.0584644
00125	352.6729163	4.0556904
00126	352.3736803	3.8336597
00127	352.5386128	3.9490535
00128	352.4687506	3.8865146
00129	352.7136610	4.0441791
00130	352.6379140	3.9809508
00131	352.3071100	3.7382697
00132	352.5523793	3.9094817
00133	352.7252043	4.0181890
00134	352.5419890	3.8842788
00135	352.6682307	3.9512326
00136	352.7830006	4.0310793
00137	352.6810266	3.9502645
00138	352.3288648	3.6847734
00139	353.3891108	4.2309982
00140	353.6621321	4.4129416
00141	353.3893366	4.2010634
00142	355.8285975	5.9429412
00143	355.8214993	5.9335776
00144	353.3189916	4.1287066
00145	353.5994028	4.3285699
00146	355.2273891	5.4919870
00147	356.1601227	6.1477047
00148	355.6484092	5.7805438
00149	355.7646389	5.8602511
00150	355.4666046	5.6453803
00151	355.9024126	5.9385466
00152	356.1440389	6.1064306
00153	355.7284583	5.8089091
00154	356.1105684	6.0725104
00155	353.4271056	4.1476939
00156	355.4825251	5.6212980
00157	355.4702234	5.6094850
00158	355.4636273	5.5993828
00159	356.0848807	6.0244815
