OGLE-GD-RRLYR-00328  15.761    -    0.35216537 0.00000069  7000.26369  0.295  0.196 4.939  0.118 3.122
OGLE-GD-RRLYR-00330  18.540 20.314  0.35556685 0.00003483  7000.33846  0.223  0.000   -    0.000   -  
OGLE-GD-RRLYR-00332  15.383 16.569  0.32720164 0.00000401  7000.29111  0.278  0.110 4.937  0.048 3.847
OGLE-GD-RRLYR-00336  13.933    -    0.40914670 0.00000223  7000.33651  0.226  0.094 0.129  0.080 3.272
OGLE-GD-RRLYR-00337  17.551    -    0.34860278 0.00000075  7000.18977  0.280  0.000   -    0.121 4.106
OGLE-GD-RRLYR-00346  17.337 18.357  0.29108530 0.00000735  7000.18057  0.322  0.233 4.869  0.100 2.656
OGLE-GD-RRLYR-00347  14.177    -    0.22916800 0.00000019  7000.06911  0.197  0.079 4.336  0.036 3.565
OGLE-GD-RRLYR-00350  14.902 15.621  0.32736005 0.00000487  7000.15855  0.211  0.000   -    0.050 5.302
OGLE-GD-RRLYR-00358  17.738 20.669  0.42779465 0.00002503  7000.20250  0.208  0.384 4.622  0.000   -  
OGLE-GD-RRLYR-00364  15.337 16.152  0.25053265 0.00000231  7000.08973  0.228  0.130 4.553  0.064 3.681
OGLE-GD-RRLYR-00365  17.009 17.671  0.25829057 0.00000702  7000.12504  0.248  0.137 4.636  0.000   -  
OGLE-GD-RRLYR-00372  17.414    -    0.28097047 0.00000080  7000.13577  0.238  0.136 5.337  0.000   -  
OGLE-GD-RRLYR-00375  14.530    -    0.37062341 0.00000296  7000.10970  0.260  0.066 6.025  0.144 5.456
OGLE-GD-RRLYR-00380  15.149 16.064  0.25521415 0.00000337  7000.16850  0.208  0.121 4.818  0.083 4.490
OGLE-GD-RRLYR-00381  16.971 18.379  0.27466835 0.00000858  7000.18279  0.226  0.132 5.168  0.103   -  
OGLE-GD-RRLYR-00382  17.412 18.042  0.27879673 0.00000531  7000.25935  0.336  0.188 4.564  0.108 2.766
OGLE-GD-RRLYR-00397  15.572    -    0.33311472 0.00000045  7000.21944  0.263  0.136 4.934  0.076 3.844
OGLE-GD-RRLYR-00399  17.336    -    0.28962336 0.00000109  7000.12642  0.262  0.000   -    0.000   -  
OGLE-GD-RRLYR-00408  16.754    -    0.27943763 0.00000032  7000.25494  0.310  0.189 4.632  0.117 3.129
OGLE-GD-RRLYR-00410  17.231    -    0.26236100 0.00000086  7000.11120  0.331  0.370 4.667  0.000   -  
OGLE-GD-RRLYR-00414  14.668    -    0.34023692 0.00000046  7000.16734  0.257  0.122 4.808  0.079 3.786
OGLE-GD-RRLYR-00424  17.247    -    0.23403260 0.00000038  7000.07337  0.291  0.169 4.626  0.000   -  
OGLE-GD-RRLYR-00425  15.791    -    0.28512752 0.00000024  7000.01168  0.311  0.242 4.692  0.063 2.719
OGLE-GD-RRLYR-00436  16.089    -    0.23721870 0.00000021  7000.08649  0.242  0.166 4.513  0.079 3.374
OGLE-GD-RRLYR-00439  16.560    -    0.32812731 0.00000120  7000.29707  0.292  0.219 4.221  0.000   -  
OGLE-GD-RRLYR-00443  15.189    -    0.27684592 0.00000017  7000.26736  0.309  0.218 4.749  0.059 2.909
OGLE-GD-RRLYR-00450  16.875 17.948  0.32082823 0.00000831  7000.21242  0.257  0.150 4.954  0.110 4.392
OGLE-GD-RRLYR-00451  15.665    -    0.22559004 0.00000021  7000.19027  0.166  0.076 4.934  0.000   -  
OGLE-GD-RRLYR-00452  17.916    -    0.30953129 0.00000114  7000.12642  0.275  0.232 4.933  0.000   -  
OGLE-GD-RRLYR-00464  15.284 16.319  0.32680758 0.00000389  7000.09309  0.247  0.134 4.995  0.081 4.283
OGLE-GD-RRLYR-00469  17.572 18.510  0.29414798 0.00000138  7000.15512  0.326  0.254 4.743  0.126 2.851
OGLE-GD-RRLYR-00471  15.304 16.180  0.34086629 0.00000488  7000.07615  0.254  0.116 5.217  0.072 4.103
OGLE-GD-RRLYR-00474  14.627    -    0.29997213 0.00000022  7000.12072  0.298  0.182 4.801  0.099 3.114
OGLE-GD-RRLYR-00475  17.418    -    0.32443278 0.00000085  7000.15909  0.282  0.150 4.510  0.000   -  
OGLE-GD-RRLYR-00478  16.383    -    0.36934833 0.00000059  7000.28233  0.266  0.086 5.133  0.055 3.745
OGLE-GD-RRLYR-00480  15.831    -    0.28824372 0.00000027  7000.09493  0.305  0.120 3.814  0.000   -  
OGLE-GD-RRLYR-00484  15.526    -    0.35506615 0.00000031  7000.33341  0.304  0.115 4.981  0.062 3.687
OGLE-GD-RRLYR-00486  17.401    -    0.34271557 0.00000061  7000.16908  0.289  0.150 4.643  0.105 3.048
OGLE-GD-RRLYR-00489  14.318    -    0.26350204 0.00000020  7000.13496  0.196  0.111 4.659  0.033 2.593
OGLE-GD-RRLYR-00493  17.956 19.067  0.32681771 0.00000303  7000.21885  0.275  0.117 4.541  0.000   -  
OGLE-GD-RRLYR-00496  17.975    -    0.28397275 0.00000075  7000.26632  0.305  0.170 4.891  0.000   -  
OGLE-GD-RRLYR-00498  15.389    -    0.24613314 0.00000017  7000.05808  0.240  0.144 4.603  0.069 3.375
OGLE-GD-RRLYR-00499  17.106 18.565  0.27935529 0.00001040  7000.16945  0.387  0.180 4.302  0.098 4.142
OGLE-GD-RRLYR-00507  18.622 19.844  0.31077452 0.00002433  7000.03321  0.421  0.263 4.766  0.000   -  
OGLE-GD-RRLYR-00515  16.826 17.879  0.25596550 0.00000090  7000.14233  0.229  0.096 4.429  0.000   -  
OGLE-GD-RRLYR-00516  15.177    -    0.23305801 0.00000020  7000.17576  0.156  0.117 5.010  0.000   -  
OGLE-GD-RRLYR-00517  13.742 14.694  0.28169001 0.00000019  7000.19703  0.305  0.222 4.753  0.088 2.917
OGLE-GD-RRLYR-00518  17.013    -    0.33289191 0.00000069  7000.23936  0.319  0.181 4.483  0.082 2.843
OGLE-GD-RRLYR-00521  16.811    -    0.35153345 0.00000097  7000.13724  0.130  0.000   -    0.000   -  
OGLE-GD-RRLYR-00523  17.435    -    0.29182450 0.00000051  7000.14819  0.304  0.208 4.931  0.103 2.854
OGLE-GD-RRLYR-00525  16.333 17.256  0.20130246 0.00000039  7000.05604  0.250  0.185 4.670  0.000   -  
OGLE-GD-RRLYR-00526  15.673    -    0.26494257 0.00000021  7000.19440  0.211  0.113 4.863  0.059 4.424
OGLE-GD-RRLYR-00529  17.585 18.579  0.28089729 0.00000120  7000.22576  0.338  0.297 4.629  0.000   -  
OGLE-GD-RRLYR-00531  17.662 18.791  0.35607696 0.00000293  7000.17967  0.267  0.146 5.004  0.000   -  
OGLE-GD-RRLYR-00533  17.723    -    0.28707529 0.00000062  7000.24182  0.317  0.158 4.620  0.110   -  
OGLE-GD-RRLYR-00534  12.936    -    0.34512435 0.00000022  7000.09698  0.258  0.122 4.874  0.065 3.712
OGLE-GD-RRLYR-00555  16.399    -    0.30590623 0.00000023  7000.29354  0.293  0.146 4.642  0.102 3.179
OGLE-GD-RRLYR-00570  15.857    -    0.26475203 0.00000083  7000.09918  0.134  0.000   -    0.000   -  
OGLE-GD-RRLYR-00572  16.015 17.423  0.34509534 0.00000104  7000.04796  0.284  0.126 4.614  0.088 4.106
OGLE-GD-RRLYR-00582  16.289 17.180  0.28757338 0.00000074  7000.26881  0.230  0.000   -    0.000   -  
OGLE-GD-RRLYR-00583  14.356    -    0.23827918 0.00000022  7000.21982  0.131  0.317 4.624  0.049 3.351
OGLE-GD-RRLYR-00586  15.563    -    0.26930557 0.00000021  7000.08564  0.225  0.115 4.722  0.055 4.253
OGLE-GD-RRLYR-00589  14.328    -    0.20405701 0.00000015  7000.07732  0.200  0.147 4.585  0.055 3.292
OGLE-GD-RRLYR-00590  15.348    -    0.26973011 0.00000019  7000.01048  0.237  0.148 4.835  0.051 2.813
OGLE-GD-RRLYR-00594  16.823    -    0.27212258 0.00000061  7000.14403  0.179  0.141 4.458  0.000   -  
OGLE-GD-RRLYR-00602  16.949 18.754  0.38552726 0.00000439  7000.02460  0.142  0.000   -    0.000   -  
OGLE-GD-RRLYR-00612  14.743    -    0.35676317 0.00000036  7000.29125  0.273  0.132 4.705  0.088 3.684
OGLE-GD-RRLYR-00617  15.986    -    0.37130610 0.00000041  7000.30023  0.265  0.155 4.903  0.078 3.700
OGLE-GD-RRLYR-00621  16.222 17.084  0.23587008 0.00000043  7000.00871  0.257  0.154 4.771  0.066 2.967
OGLE-GD-RRLYR-00622  16.808    -    0.34130076 0.00000055  7000.02440  0.256  0.076   -    0.000   -  
OGLE-GD-RRLYR-00630  13.087    -    0.28719517 0.00000023  7000.04213  0.130  0.153 5.126  0.000   -  
OGLE-GD-RRLYR-00634  15.262    -    0.26724791 0.00000017  7000.15978  0.213  0.086 4.909  0.042 4.375
OGLE-GD-RRLYR-00647  18.378    -    0.35408294 0.00000214  7000.17466  0.253  0.000   -    0.000   -  
OGLE-GD-RRLYR-00650  15.810    -    0.37892260 0.00000057  7000.28069  0.271  0.095 5.120  0.063 4.166
OGLE-GD-RRLYR-00658  17.047 17.985  0.30239596 0.00000105  7000.16391  0.312  0.178 4.800  0.149 3.095
OGLE-GD-RRLYR-00661  16.322    -    0.31119586 0.00000041  7000.04398  0.363  0.244 4.501  0.056 2.704
OGLE-GD-RRLYR-00666  17.747 19.546  0.35597626 0.00000277  7000.26488  0.297  0.140 4.916  0.000   -  
OGLE-GD-RRLYR-00668  17.181    -    0.28343301 0.00000038  7000.27887  0.296  0.161 4.827  0.090 3.131
OGLE-GD-RRLYR-00673  15.881    -    0.25598180 0.00000023  7000.24623  0.224  0.123 5.081  0.082 3.714
OGLE-GD-RRLYR-00680  17.602 18.833  0.34369294 0.00000268  7000.28877  0.277  0.097 5.031  0.000   -  
OGLE-GD-RRLYR-00682  14.444    -    0.28341875 0.00000022  7000.18713  0.186  0.089 4.273  0.000   -  
OGLE-GD-RRLYR-00690  16.809    -    0.36042149 0.00000102  7000.35091  0.253  0.070   -    0.000   -  
OGLE-GD-RRLYR-00691  18.271    -    0.26667342 0.00000111  7000.10551  0.291  0.186   -    0.000   -  
OGLE-GD-RRLYR-00700  16.962    -    0.34553117 0.00000059  7000.04384  0.257  0.125 4.735  0.079 3.617
OGLE-GD-RRLYR-00702  15.267 16.222  0.31338077 0.00000149  7000.23007  0.126  0.241 4.909  0.000   -  
OGLE-GD-RRLYR-00703  14.234    -    0.24516434 0.00000010  7000.00880  0.267  0.169 4.725  0.081 3.054
OGLE-GD-RRLYR-00705  15.286 16.842  0.23726634 0.00000044  7000.12331  0.205  0.129 4.578  0.051 3.765
OGLE-GD-RRLYR-00707  16.890    -    0.30267454 0.00000068  7000.08146  0.298  0.180 4.847  0.076 3.047
OGLE-GD-RRLYR-00724  15.892    -    0.37567642 0.00000065  7000.25531  0.297  0.168 4.672  0.091 3.441
OGLE-GD-RRLYR-00732  16.022 17.597  0.39374191 0.00000127  7000.22483  0.305  0.104 5.415  0.110 3.784
OGLE-GD-RRLYR-00742  16.115 17.272  0.33968822 0.00000099  7000.33055  0.259  0.112 4.952  0.087 4.223
OGLE-GD-RRLYR-00745  17.479    -    0.28604880 0.00000076  7000.15179  0.234  0.000   -    0.000   -  
OGLE-GD-RRLYR-00746  13.372    -    0.33061671 0.00000031  7000.08754  0.114  0.193 5.469  0.000   -  
OGLE-GD-RRLYR-00759  14.542    -    0.33837371 0.00000032  7000.22142  0.330  0.191 4.934  0.106 3.420
OGLE-GD-RRLYR-00761  16.820    -    0.33103429 0.00000038  7000.21367  0.342  0.190 4.636  0.083 3.006
OGLE-GD-RRLYR-00768  16.718    -    0.28843611 0.00000059  7000.26990  0.196  0.119 4.911  0.000   -  
OGLE-GD-RRLYR-00780  16.853 18.343  0.30896025 0.00000436  7000.20990  0.237  0.222 4.031  0.121 3.588
OGLE-GD-RRLYR-00781  15.062    -    0.23601882 0.00000026  7000.19802  0.148  0.096 5.111  0.044   -  
OGLE-GD-RRLYR-00785  16.807    -    0.39418394 0.00000141  7000.09328  0.167  0.469 4.669  0.000   -  
OGLE-GD-RRLYR-00789  14.061 15.200  0.33223078 0.00000065  7000.16738  0.269  0.097 5.150  0.076 4.043
OGLE-GD-RRLYR-00790  15.872    -    0.27381408 0.00000015  7000.27174  0.307  0.180 4.751  0.107 2.961
OGLE-GD-RRLYR-00791  12.376 13.489  0.34316252 0.00000193  7000.23139  0.103  0.110 5.569  0.055 4.401
OGLE-GD-RRLYR-00792  16.415    -    0.34280732 0.00000045  7000.33491  0.257  0.109 5.130  0.061 3.992
OGLE-GD-RRLYR-00804  16.432 18.228  0.30441577 0.00000244  7000.23084  0.232  0.099 6.060  0.105 3.412
OGLE-GD-RRLYR-00805  17.096    -    0.31941017 0.00000056  7000.20514  0.300  0.153 4.643  0.114 2.842
OGLE-GD-RRLYR-00813  17.731    -    0.32850465 0.00000119  7000.00308  0.275  0.000   -    0.000   -  
OGLE-GD-RRLYR-00820  17.426    -    0.32592378 0.00000068  7000.11385  0.281  0.000   -    0.000   -  
OGLE-GD-RRLYR-00824  17.028 18.098  0.33777320 0.00000148  7000.29265  0.258  0.108 4.992  0.062   -  
OGLE-GD-RRLYR-00829  15.298 16.871  0.24545493 0.00000047  7000.08788  0.238  0.144 4.902  0.073 3.905
OGLE-GD-RRLYR-00836  17.929 18.617  0.27764335 0.00000271  7000.04486  0.298  0.162   -    0.148   -  
OGLE-GD-RRLYR-00841  15.627 16.316  0.36203332 0.00000143  7000.00609  0.269  0.159 4.907  0.093 3.929
OGLE-GD-RRLYR-00846  17.992    -    0.35756901 0.00000122  7000.27946  0.312  0.195 4.548  0.000   -  
OGLE-GD-RRLYR-00851  16.149 17.305  0.25989277 0.00000077  7000.19908  0.219  0.000   -    0.048   -  
OGLE-GD-RRLYR-00856  17.111    -    0.27539016 0.00000041  7000.19827  0.335  0.209 4.662  0.000   -  
OGLE-GD-RRLYR-00875  16.492 17.052  0.33454617 0.00000156  7000.26014  0.275  0.138 5.437  0.080 3.938
OGLE-GD-RRLYR-00877  16.522 17.047  0.27177270 0.00000216  7000.17396  0.167  0.136 4.572  0.000   -  
OGLE-GD-RRLYR-00888  14.668 15.261  0.33419970 0.00000084  7000.19049  0.248  0.112 5.083  0.074 3.977
OGLE-GD-RRLYR-00889  18.151    -    0.36564272 0.00000202  7000.00705  0.318  0.209 5.415  0.000   -  
OGLE-GD-RRLYR-00898  16.475    -    0.21572860 0.00000022  7000.10828  0.225  0.143 4.777  0.000   -  
OGLE-GD-RRLYR-00902  16.714 17.534  0.30299984 0.00000157  7000.22214  0.294  0.160 4.838  0.105 3.402
OGLE-GD-RRLYR-00914  17.947 18.763  0.26126705 0.00000269  7000.08005  0.269  0.000   -    0.000   -  
OGLE-GD-RRLYR-00922  19.008    -    0.28388923 0.00000094  7000.06369  0.420  0.348 4.530  0.226   -  
OGLE-GD-RRLYR-00925  16.529 17.315  0.26089546 0.00000115  7000.18658  0.190  0.174 5.032  0.000   -  
OGLE-GD-RRLYR-00926  16.927 17.695  0.34194660 0.00000234  7000.16854  0.280  0.146 5.071  0.103 3.573
OGLE-GD-RRLYR-00933  15.657 16.662  0.22204422 0.00000050  7000.07792  0.232  0.165 4.620  0.069 3.055
OGLE-GD-RRLYR-00938  16.718 17.496  0.29822367 0.00000477  7000.00291  0.210  0.322 4.242  0.000   -  
OGLE-GD-RRLYR-00944  17.471    -    0.30117471 0.00000058  7000.21222  0.334  0.167 5.178  0.000   -  
OGLE-GD-RRLYR-00967  15.744 16.783  0.32545993 0.00000529  7000.11009  0.279  0.000   -    0.103 3.970
OGLE-GD-RRLYR-00971  16.595    -    0.26059379 0.00000041  7000.23870  0.207  0.000   -    0.000   -  
OGLE-GD-RRLYR-00973  16.883    -    0.36251381 0.00000050  7000.22286  0.289  0.175 4.637  0.000   -  
OGLE-GD-RRLYR-00980  15.217 16.086  0.32813742 0.00000083  7000.25897  0.255  0.111 4.861  0.070 3.903
OGLE-GD-RRLYR-00983  17.676    -    0.36037061 0.00000078  7000.27103  0.389  0.234 4.773  0.000   -  
OGLE-GD-RRLYR-00990  15.785 17.257  0.33325939 0.00000081  7000.20168  0.300  0.156 5.152  0.094 3.003
OGLE-GD-RRLYR-00994  16.587 17.610  0.34421318 0.00000178  7000.09938  0.267  0.092 4.908  0.000   -  
OGLE-GD-RRLYR-01008  15.136 15.975  0.31785183 0.00000054  7000.08922  0.277  0.147 4.768  0.069 3.450
OGLE-GD-RRLYR-01010  18.087 19.381  0.29727917 0.00000230  7000.16545  0.349  0.180 5.249  0.000   -  
OGLE-GD-RRLYR-01011  17.848    -    0.27060058 0.00000113  7000.11540  0.305  0.000   -    0.000   -  
OGLE-GD-RRLYR-01015  17.627    -    0.35405148 0.00000121  7000.24483  0.234  0.000   -    0.000   -  
OGLE-GD-RRLYR-01017  17.288 19.355  0.29330612 0.00000130  7000.27017  0.259  0.115 4.607  0.128 4.368
OGLE-GD-RRLYR-01018  18.380 19.382  0.38870281 0.00000355  7000.15384  0.283  0.250 5.006  0.176 3.378
OGLE-GD-RRLYR-01019  18.199 19.061  0.34225098 0.00000385  7000.25187  0.264  0.153   -    0.165   -  
OGLE-GD-RRLYR-01020  17.736 18.743  0.28001082 0.00000212  7000.04079  0.324  0.161 4.452  0.000   -  
OGLE-GD-RRLYR-01024  14.669 15.305  0.31480303 0.00000047  7000.06781  0.308  0.173 4.663  0.094 3.052
OGLE-GD-RRLYR-01027  16.612 17.180  0.29178790 0.00000085  7000.14056  0.350  0.256 4.770  0.079 2.573
OGLE-GD-RRLYR-01030  15.331    -    0.28313794 0.00000026  7000.26356  0.242  0.122 4.827  0.064 3.817
OGLE-GD-RRLYR-01036  12.622 13.161  0.34409988 0.00000038  7000.20123  0.307  0.105 5.233  0.073 4.024
OGLE-GD-RRLYR-01038  18.233 19.388  0.31234124 0.00000419  7000.23559  0.305  0.000   -    0.000   -  
OGLE-GD-RRLYR-01039  17.468 19.192  0.23601594 0.00000111  7000.15969  0.272  0.149 4.848  0.000   -  
OGLE-GD-RRLYR-01040  16.703    -    0.37035459 0.00000057  7000.21507  0.307  0.128 5.155  0.066 4.082
OGLE-GD-RRLYR-01042  16.202 16.989  0.28402207 0.00000087  7000.01136  0.239  0.061 4.881  0.000   -  
OGLE-GD-RRLYR-01051  16.630    -    0.33265219 0.00000052  7000.08141  0.240  0.148 4.801  0.111 4.071
OGLE-GD-RRLYR-01053  17.509    -    0.33715858 0.00000075  7000.18684  0.283  0.152 5.105  0.000   -  
OGLE-GD-RRLYR-01057  17.027 18.986  0.27073713 0.00000127  7000.23959  0.245  0.179 4.546  0.091 4.127
OGLE-GD-RRLYR-01060  17.011 17.627  0.28070632 0.00000154  7000.07449  0.194  0.131 5.070  0.000   -  
OGLE-GD-RRLYR-01073  15.564 16.513  0.24291907 0.00000048  7000.20018  0.233  0.124 4.713  0.082 3.500
OGLE-GD-RRLYR-01081  16.746 17.525  0.26928965 0.00000095  7000.24768  0.220  0.094 4.850  0.000   -  
OGLE-GD-RRLYR-01085  15.869 17.158  0.21311419 0.00000055  7000.14513  0.206  0.120 4.721  0.000   -  
OGLE-GD-RRLYR-01086  14.858 15.750  0.24233422 0.00000106  7000.07421  0.102  0.000   -    0.067   -  
OGLE-GD-RRLYR-01088  17.052    -    0.25330163 0.00000031  7000.14293  0.268  0.157 4.564  0.111 2.874
OGLE-GD-RRLYR-01098  15.382    -    0.22314201 0.00000018  7000.11760  0.246  0.142 4.875  0.055 2.929
OGLE-GD-RRLYR-01099  17.570 18.439  0.22073947 0.00000115  7000.13255  0.259  0.203 5.002  0.000   -  
OGLE-GD-RRLYR-01101  14.268 15.262  0.26444477 0.00000059  7000.24329  0.216  0.112 4.971  0.065 4.540
