OGLE-GD-RRLYR-00128  RRab  06:29:18.02 +11:40:53.3  
OGLE-GD-RRLYR-00129  RRab  06:29:39.17 +02:48:24.4  
OGLE-GD-RRLYR-00130  RRc   06:29:50.55 +03:32:34.7  
OGLE-GD-RRLYR-00131  RRab  06:29:53.63 +13:26:47.9  
OGLE-GD-RRLYR-00132  RRc   06:30:23.55 +13:44:20.5  
OGLE-GD-RRLYR-00133  RRd   06:31:05.22 -02:35:12.1  
OGLE-GD-RRLYR-00134  RRab  06:31:55.25 +15:31:54.5  
OGLE-GD-RRLYR-00135  RRc   06:32:07.09 +04:16:08.5  
OGLE-GD-RRLYR-00136  RRab  06:32:45.52 +07:51:56.5  
OGLE-GD-RRLYR-00137  RRab  06:33:32.39 -03:39:24.5  
OGLE-GD-RRLYR-00138  RRab  06:33:37.63 -05:05:59.2  
OGLE-GD-RRLYR-00139  RRc   06:34:14.60 +00:09:51.7  
OGLE-GD-RRLYR-00140  RRab  06:34:32.55 -06:09:53.7  
OGLE-GD-RRLYR-00141  RRab  06:34:48.38 -06:14:20.2  
OGLE-GD-RRLYR-00142  RRab  06:34:48.82 -05:25:53.4  
OGLE-GD-RRLYR-00143  RRab  06:35:04.92 -05:27:46.4  
OGLE-GD-RRLYR-00144  RRd   06:35:07.25 -02:24:39.4  
OGLE-GD-RRLYR-00145  RRab  06:35:10.55 -04:20:48.1  
OGLE-GD-RRLYR-00146  RRab  06:35:37.92 +09:43:33.5  
OGLE-GD-RRLYR-00147  RRab  06:35:54.96 -06:10:15.6  
OGLE-GD-RRLYR-00148  RRc   06:36:50.12 +14:28:25.7  
OGLE-GD-RRLYR-00149  RRc   06:36:59.85 +09:21:20.5  
OGLE-GD-RRLYR-00150  RRab  06:37:09.32 +10:39:10.5  
OGLE-GD-RRLYR-00151  RRab  06:37:30.57 +06:20:38.0  
OGLE-GD-RRLYR-00152  RRab  06:37:37.47 -03:54:46.2  
OGLE-GD-RRLYR-00153  RRab  06:37:46.11 -10:00:48.8  
OGLE-GD-RRLYR-00154  RRab  06:39:14.12 -06:54:06.6  
OGLE-GD-RRLYR-00155  RRab  06:39:15.90 +07:35:35.6  
OGLE-GD-RRLYR-00156  RRab  06:39:23.34 -09:07:30.3  
OGLE-GD-RRLYR-00157  RRd   06:39:40.03 -02:04:21.6  
OGLE-GD-RRLYR-00158  RRab  06:39:53.47 +06:19:30.7  
OGLE-GD-RRLYR-00159  RRab  06:40:27.02 -04:13:02.7  
OGLE-GD-RRLYR-00160  RRab  06:40:27.92 -00:53:55.5  
OGLE-GD-RRLYR-00161  RRab  06:41:04.19 +12:14:14.2  
OGLE-GD-RRLYR-00162  RRab  06:41:21.81 -08:20:54.1  
OGLE-GD-RRLYR-00163  RRab  06:41:49.86 -06:28:30.8  
OGLE-GD-RRLYR-00164  RRab  06:41:55.72 -08:03:17.5  
OGLE-GD-RRLYR-00165  RRab  06:42:36.06 +05:35:14.4  
OGLE-GD-RRLYR-00166  RRab  06:42:42.63 +04:14:20.4  
OGLE-GD-RRLYR-00167  RRab  06:42:45.37 -04:01:35.1  
OGLE-GD-RRLYR-00168  RRab  06:43:46.86 +06:10:49.1  
OGLE-GD-RRLYR-00169  RRab  06:43:50.37 -03:41:36.1  
OGLE-GD-RRLYR-00170  RRc   06:43:55.03 -06:14:40.4  
OGLE-GD-RRLYR-00171  RRab  06:44:00.87 -04:11:38.8  
OGLE-GD-RRLYR-00172  RRab  06:44:23.37 -01:43:57.8  
OGLE-GD-RRLYR-00173  RRc   06:44:27.34 -10:20:05.9  
OGLE-GD-RRLYR-00174  RRc   06:44:29.07 +10:04:14.3  
OGLE-GD-RRLYR-00175  RRab  06:44:42.37 -11:34:46.8  
OGLE-GD-RRLYR-00176  RRab  06:45:02.91 +07:25:13.7  
OGLE-GD-RRLYR-00177  RRab  06:45:13.75 +10:57:24.8  
OGLE-GD-RRLYR-00178  RRab  06:45:18.20 -09:03:05.3  
OGLE-GD-RRLYR-00179  RRab  06:45:19.44 -08:50:19.0  
OGLE-GD-RRLYR-00180  RRab  06:45:27.41 +09:04:57.0  
OGLE-GD-RRLYR-00181  RRab  06:45:28.06 -03:30:25.5  
OGLE-GD-RRLYR-00182  RRab  06:45:29.29 -08:12:25.6  
OGLE-GD-RRLYR-00183  RRab  06:46:38.06 +03:26:08.5  
OGLE-GD-RRLYR-00184  RRc   06:46:39.07 -04:16:38.9  
OGLE-GD-RRLYR-00185  RRc   06:46:58.70 -00:49:47.9  
OGLE-GD-RRLYR-00186  RRab  06:47:08.49 +01:19:43.8  
OGLE-GD-RRLYR-00187  RRab  06:47:30.07 -07:37:17.1  
OGLE-GD-RRLYR-00188  RRc   06:47:41.40 +10:24:07.2  
OGLE-GD-RRLYR-00189  RRab  06:47:55.99 -07:24:49.9  
OGLE-GD-RRLYR-00190  RRc   06:48:38.44 -12:40:59.2  
OGLE-GD-RRLYR-00191  RRab  06:48:48.75 -11:07:08.6  
OGLE-GD-RRLYR-00192  RRc   06:49:29.50 -09:52:17.6  
OGLE-GD-RRLYR-00193  RRab  06:50:11.46 -05:15:46.0  
OGLE-GD-RRLYR-00194  RRab  06:50:11.62 +03:55:18.5  
OGLE-GD-RRLYR-00195  RRab  06:50:17.48 -06:33:45.7  
OGLE-GD-RRLYR-00196  RRc   06:50:45.01 -12:08:42.8  
OGLE-GD-RRLYR-00197  RRab  06:50:49.18 +03:52:27.8  
OGLE-GD-RRLYR-00198  RRab  06:50:50.55 -10:36:02.1  
OGLE-GD-RRLYR-00199  RRab  06:50:59.34 -11:20:20.5  
OGLE-GD-RRLYR-00200  RRab  06:51:02.30 -13:00:32.4  
OGLE-GD-RRLYR-00201  RRab  06:51:08.39 -16:32:17.4  
OGLE-GD-RRLYR-00202  RRc   06:51:08.39 +00:48:23.1  
OGLE-GD-RRLYR-00203  RRc   06:51:09.13 +00:37:26.3  
OGLE-GD-RRLYR-00204  RRab  06:51:13.78 -11:01:22.3  
OGLE-GD-RRLYR-00205  RRab  06:51:18.95 -09:09:11.6  
OGLE-GD-RRLYR-00206  RRab  06:51:26.75 -12:44:09.1  
OGLE-GD-RRLYR-00207  RRab  06:51:41.83 -16:59:04.2  
OGLE-GD-RRLYR-00208  RRd   06:51:51.20 -09:14:30.4  
OGLE-GD-RRLYR-00209  RRab  06:52:14.29 -03:51:00.4  
OGLE-GD-RRLYR-00210  RRab  06:52:25.45 +05:38:50.2  
OGLE-GD-RRLYR-00211  RRab  06:52:42.27 -14:45:44.0  
OGLE-GD-RRLYR-00212  RRab  06:53:19.21 +01:41:47.6  
OGLE-GD-RRLYR-00213  RRc   06:53:37.69 -10:58:14.3  
OGLE-GD-RRLYR-00214  RRc   06:53:38.73 -10:57:17.8  
OGLE-GD-RRLYR-00215  RRab  06:53:45.32 -01:43:02.7  
OGLE-GD-RRLYR-00216  RRc   06:53:56.06 -11:23:46.0  
OGLE-GD-RRLYR-00217  RRab  06:54:13.47 -10:15:31.5  
OGLE-GD-RRLYR-00218  RRc   06:54:30.25 +00:41:41.6  
OGLE-GD-RRLYR-00219  RRc   06:54:30.70 -17:14:33.8  
OGLE-GD-RRLYR-00220  RRab  06:54:41.93 -03:11:22.0  
OGLE-GD-RRLYR-00221  RRab  06:55:13.84 -07:47:11.3  
OGLE-GD-RRLYR-00222  RRab  06:55:14.66 +04:03:43.4  
OGLE-GD-RRLYR-00223  RRab  06:55:17.38 -14:50:56.6  
OGLE-GD-RRLYR-00224  RRab  06:55:19.52 -08:28:33.6  
OGLE-GD-RRLYR-00225  RRab  06:55:19.60 -10:38:41.6  
OGLE-GD-RRLYR-00226  RRab  06:55:26.96 +02:13:47.8  
OGLE-GD-RRLYR-00227  RRc   06:55:52.34 +01:06:11.5  
OGLE-GD-RRLYR-00228  RRab  06:56:15.23 -08:13:34.8  
OGLE-GD-RRLYR-00229  RRab  06:56:43.78 -09:13:43.5  
OGLE-GD-RRLYR-00230  RRab  06:57:05.10 -01:33:45.7  
OGLE-GD-RRLYR-00231  RRab  06:57:05.84 +02:53:50.0  
OGLE-GD-RRLYR-00232  RRc   06:57:08.10 -13:12:51.1  
OGLE-GD-RRLYR-00233  RRab  06:57:09.26 -08:35:48.5  
OGLE-GD-RRLYR-00234  RRc   06:57:20.30 -06:46:30.5  
OGLE-GD-RRLYR-00235  RRab  06:57:24.17 -07:14:10.9  
OGLE-GD-RRLYR-00236  RRab  06:57:26.78 +02:01:35.1  
OGLE-GD-RRLYR-00237  RRab  06:57:38.03 -06:01:31.4  
OGLE-GD-RRLYR-00238  RRc   06:57:38.18 -16:50:11.0  
OGLE-GD-RRLYR-00239  RRab  06:57:45.03 +00:05:37.4  
OGLE-GD-RRLYR-00240  RRab  06:57:53.42 -06:38:30.9  
OGLE-GD-RRLYR-00241  RRab  06:58:08.10 +02:39:55.2  
OGLE-GD-RRLYR-00242  RRab  06:58:09.71 +02:22:29.0  
OGLE-GD-RRLYR-00243  RRab  06:58:13.92 -15:02:07.4  
OGLE-GD-RRLYR-00244  RRc   06:58:26.02 -11:55:17.8  
OGLE-GD-RRLYR-00245  RRab  06:58:28.05 -18:29:08.4  
OGLE-GD-RRLYR-00246  RRc   06:58:43.61 -16:56:18.4  
OGLE-GD-RRLYR-00247  RRab  06:58:46.04 -03:13:02.8  
OGLE-GD-RRLYR-00248  RRc   06:58:49.77 -13:40:25.2  
OGLE-GD-RRLYR-00249  RRab  06:58:50.35 +00:58:10.0  
OGLE-GD-RRLYR-00250  RRc   06:58:50.41 +01:59:59.9  
OGLE-GD-RRLYR-00251  RRab  06:58:59.84 -14:57:44.1  
OGLE-GD-RRLYR-00252  RRab  06:59:21.88 -19:06:42.3  
OGLE-GD-RRLYR-00253  RRab  06:59:33.47 -06:25:14.1  
OGLE-GD-RRLYR-00254  RRab  06:59:35.64 -05:22:51.4  
OGLE-GD-RRLYR-00255  RRab  06:59:45.75 -18:43:56.2  
OGLE-GD-RRLYR-00256  RRc   07:00:00.24 -03:20:09.7  
OGLE-GD-RRLYR-00257  RRc   07:00:20.79 -01:04:29.8  
OGLE-GD-RRLYR-00258  RRab  07:01:11.57 -06:33:46.5  
OGLE-GD-RRLYR-00259  RRd   07:01:21.05 -13:43:25.0  
OGLE-GD-RRLYR-00260  RRc   07:01:36.33 -12:59:06.5  
OGLE-GD-RRLYR-00261  RRc   07:01:56.19 -15:15:36.3  
OGLE-GD-RRLYR-00262  RRab  07:02:01.12 -10:34:41.1  
OGLE-GD-RRLYR-00263  RRab  07:02:05.49 -19:05:51.8  
OGLE-GD-RRLYR-00264  RRab  07:02:38.14 -09:21:45.4  
OGLE-GD-RRLYR-00265  RRab  07:02:51.97 -01:44:26.7  
OGLE-GD-RRLYR-00266  RRc   07:03:22.50 -17:19:07.2  
OGLE-GD-RRLYR-00267  RRab  07:03:39.74 -00:11:31.1  
OGLE-GD-RRLYR-00268  RRab  07:04:15.31 -06:01:45.2  
OGLE-GD-RRLYR-00269  RRab  07:04:28.12 +00:33:03.4  
OGLE-GD-RRLYR-00270  RRab  07:04:49.82 -12:38:42.5  
OGLE-GD-RRLYR-00271  RRab  07:05:20.88 -05:44:32.5  
OGLE-GD-RRLYR-00272  RRab  07:05:45.98 -00:45:57.4  
OGLE-GD-RRLYR-00273  RRab  07:05:47.37 -19:49:55.0  
OGLE-GD-RRLYR-00274  RRd   07:05:52.25 -19:25:52.5  
OGLE-GD-RRLYR-00275  RRab  07:05:52.45 -21:10:15.3  
OGLE-GD-RRLYR-00276  RRab  07:06:04.41 -19:47:13.3  
OGLE-GD-RRLYR-00277  RRab  07:06:04.80 -12:45:17.9  
OGLE-GD-RRLYR-00278  RRc   07:06:11.67 -14:43:50.2  
OGLE-GD-RRLYR-00279  RRab  07:06:42.58 -17:07:33.0  
OGLE-GD-RRLYR-00280  RRc   07:07:08.94 -03:24:21.8  
OGLE-GD-RRLYR-00281  RRab  07:07:26.23 -14:55:25.4  
OGLE-GD-RRLYR-00282  RRab  07:07:46.03 -15:47:44.7  
OGLE-GD-RRLYR-00283  RRab  07:08:05.53 -10:02:42.8  
OGLE-GD-RRLYR-00284  RRab  07:08:40.68 -20:19:34.6  
OGLE-GD-RRLYR-00285  RRab  07:08:43.71 -18:24:47.1  
OGLE-GD-RRLYR-00286  RRab  07:09:12.03 -03:38:12.2  
OGLE-GD-RRLYR-00287  RRab  07:09:22.55 -18:23:04.9  
OGLE-GD-RRLYR-00288  RRab  07:09:35.66 -03:31:17.3  
OGLE-GD-RRLYR-00289  RRab  07:09:54.65 -18:42:32.2  
OGLE-GD-RRLYR-00290  RRab  07:10:09.17 -21:56:29.1  
OGLE-GD-RRLYR-00291  RRab  07:10:29.13 -22:49:00.5  
OGLE-GD-RRLYR-00292  RRab  07:10:53.16 -08:28:19.1  
OGLE-GD-RRLYR-00293  RRab  07:11:12.84 -07:02:32.2  
OGLE-GD-RRLYR-00294  RRab  07:11:27.38 -24:16:30.9  
OGLE-GD-RRLYR-00295  RRab  07:11:53.80 -08:26:57.6  
OGLE-GD-RRLYR-00296  RRc   07:12:08.11 -16:56:32.9  
OGLE-GD-RRLYR-00297  RRab  07:12:08.20 -16:39:49.5  
OGLE-GD-RRLYR-00298  RRab  07:12:13.31 -13:59:12.8  
OGLE-GD-RRLYR-00299  RRab  07:12:19.97 -25:15:09.4  
OGLE-GD-RRLYR-00300  RRab  07:12:31.68 -03:43:43.9  
OGLE-GD-RRLYR-00301  RRc   07:12:32.32 -19:30:47.1  
OGLE-GD-RRLYR-00302  RRab  07:12:34.85 -04:15:04.5  
OGLE-GD-RRLYR-00303  RRab  07:12:36.61 -21:11:09.1  
OGLE-GD-RRLYR-00304  RRc   07:12:38.40 -24:51:08.8  
OGLE-GD-RRLYR-00305  RRc   07:12:39.13 -25:06:51.4  
OGLE-GD-RRLYR-00306  RRab  07:12:43.17 -16:07:41.8  
OGLE-GD-RRLYR-00307  RRab  07:12:45.28 -03:51:44.3  
OGLE-GD-RRLYR-00308  RRab  07:12:50.76 -04:28:38.7  
OGLE-GD-RRLYR-00309  RRab  07:12:54.23 -10:33:14.4  
OGLE-GD-RRLYR-00310  RRab  07:13:12.10 -03:49:53.4  
OGLE-GD-RRLYR-00311  RRc   07:13:29.90 -09:30:19.2  
OGLE-GD-RRLYR-00312  RRc   07:13:33.27 -21:13:26.9  
OGLE-GD-RRLYR-00313  RRab  07:13:39.85 -18:17:37.5  
OGLE-GD-RRLYR-00314  RRab  07:13:44.11 -22:50:21.8  
OGLE-GD-RRLYR-00315  RRab  07:14:11.95 -27:07:29.9  
OGLE-GD-RRLYR-00316  RRab  07:14:29.96 -09:29:28.3  
OGLE-GD-RRLYR-00317  RRd   07:14:33.14 -23:26:08.2  
OGLE-GD-RRLYR-00318  RRab  07:14:43.11 -21:39:02.1  
OGLE-GD-RRLYR-00319  RRab  07:15:01.08 -15:28:38.1  
OGLE-GD-RRLYR-00320  RRab  07:15:16.73 -05:50:37.4  
OGLE-GD-RRLYR-00321  RRab  07:15:51.97 -03:49:53.7  
OGLE-GD-RRLYR-00322  RRab  07:15:53.47 -20:12:21.0  
OGLE-GD-RRLYR-00323  RRab  07:16:34.02 -16:18:34.7  
OGLE-GD-RRLYR-00324  RRc   07:16:57.12 -08:52:31.4  
OGLE-GD-RRLYR-00325  RRab  07:17:01.01 -14:39:26.2  
OGLE-GD-RRLYR-00326  RRab  07:17:09.46 -22:50:29.6  
OGLE-GD-RRLYR-00327  RRab  07:17:09.56 -23:11:14.3  
OGLE-GD-RRLYR-00328  RRc   07:17:10.09 -10:31:25.3  
OGLE-GD-RRLYR-00329  RRab  07:17:14.96 -25:54:11.1  
OGLE-GD-RRLYR-00330  RRc   07:17:15.45 -22:11:26.8  
OGLE-GD-RRLYR-00331  RRab  07:17:25.74 -20:36:06.5  
OGLE-GD-RRLYR-00332  RRc   07:17:29.56 -23:18:15.6  
OGLE-GD-RRLYR-00333  RRab  07:17:40.08 -09:22:45.9  
OGLE-GD-RRLYR-00334  RRab  07:17:59.07 -24:14:45.1  
OGLE-GD-RRLYR-00335  RRab  07:18:03.40 -24:03:45.8  
OGLE-GD-RRLYR-00336  RRc   07:18:04.78 -14:15:14.7  
OGLE-GD-RRLYR-00337  RRc   07:18:19.11 -14:48:01.0  
OGLE-GD-RRLYR-00338  RRab  07:18:25.07 -27:33:17.1  
OGLE-GD-RRLYR-00339  RRab  07:18:40.07 -26:56:23.9  
OGLE-GD-RRLYR-00340  RRab  07:18:57.19 -25:38:47.5  
OGLE-GD-RRLYR-00341  RRab  07:19:17.74 -24:56:49.4  
OGLE-GD-RRLYR-00342  RRab  07:19:21.20 -25:35:00.2  
OGLE-GD-RRLYR-00343  RRab  07:19:26.89 -23:01:07.1  
OGLE-GD-RRLYR-00344  RRab  07:19:37.45 -26:57:14.9  
OGLE-GD-RRLYR-00345  RRab  07:20:02.50 -18:30:55.5  
OGLE-GD-RRLYR-00346  RRc   07:20:24.00 -24:57:20.0  
OGLE-GD-RRLYR-00347  RRc   07:20:34.09 -13:38:20.9  
OGLE-GD-RRLYR-00348  RRab  07:20:37.11 -29:11:29.6  
OGLE-GD-RRLYR-00349  RRab  07:20:37.21 -28:00:43.7  
OGLE-GD-RRLYR-00350  RRc   07:20:45.25 -27:54:59.9  
OGLE-GD-RRLYR-00351  RRab  07:20:54.86 -25:49:59.1  
OGLE-GD-RRLYR-00352  RRab  07:20:55.58 -18:12:18.0  
OGLE-GD-RRLYR-00353  RRab  07:21:11.91 -26:04:13.6  
OGLE-GD-RRLYR-00354  RRab  07:21:16.95 -27:51:30.7  
OGLE-GD-RRLYR-00355  RRab  07:21:23.14 -24:05:41.5  
OGLE-GD-RRLYR-00356  RRab  07:21:25.13 -11:05:31.8  
OGLE-GD-RRLYR-00357  RRab  07:21:36.46 -19:12:23.3  
OGLE-GD-RRLYR-00358  RRc   07:21:39.58 -29:22:35.1  
