# RA            DEC           ID_C   ID_OGLE                I        V        P_1         dP_1     A_1     Period   <mag>    ampl    C   Type   ID_OTHER        RA_ICRS           e_RA      DE_ICRS           e_DE      Source                Plx          e_Plx     pmRA        e_pmRA   pmDE        e_pmDE   Gmag      e_Gmag   BPmag     e_BP     RPmag     e_RP     BP-RP     Dup   NgAL   chi2AL      E(BR/RP)   Membership      
  17:01:09.57   -30:07:07.6   150    OGLE-BLG-RRLYR-41826   15.071   -99.99   0.5479276   2.4E-6   0.458   0.548    16.159   0.686   V   RRab   NGC6266-NV150   255.28986761447   0.1652    -30.11881340894   0.0987    6029365357572966272   -1.5674      0.1867    -5.449      0.285    -5.123      0.171    15.7134   0.013    15.7173   0.045    14.406    0.0273   1.3114    0     157    890.48      2.151      2.07106269E-4   
  17:01:09.65   -30:04:44.6   36     OGLE-BLG-RRLYR-41827   14.786   -99.99   0.6526561   1.0E-6   0.421   0.6527   15.933   0.659   V   RRab   NGC6266-V36     255.2902052015    0.0753    -30.07908547659   0.0421    6029368479902374528   0.1459       0.0749    -5.37       0.114    -3.605      0.07     15.632    0.0096   16.0681   0.0339   14.8566   0.0271   1.2116    0     308    385.02      1.361      0.939111157     
  17:01:09.70   -30:08:14.6   90     OGLE-BLG-RRLYR-41828   15.321   -99.99   0.3273223   6.0E-7   0.288   0.3273   16.534   0.462   V   RRc    NGC6266-NV90    255.29040785013   0.1075    -30.13741852813   0.0535    6029365323112013312   0.0107       0.1187    -4.997      0.131    -3.278      0.089    16.1709   0.0069   16.5757   0.0249   15.2648   0.0148   1.3109    0     320    317.44      1.486      0.978803175     
  17:01:09.70   -30:07:04.2   154    OGLE-BLG-RRLYR-41829   15.083   -99.99   0.3151993   9.0E-7   0.249   0.3151   --       --      V   RRc    NGC6266-NV154   255.29039249445   0.2391    -30.11786982209   0.1643    6029365357472085888   -0.1118      0.2978    -3.913      0.423    -1.174      0.291    15.7952   0.0073   99.9999   9.9999   99.9999   9.9999   99.9999   0     255    3268.7      99.999     0.0146653397    
  17:01:09.75   -30:06:01.2   219    OGLE-BLG-RRLYR-41830   14.813   -99.99   0.7177961   2.3E-6   0.443   0.7177   16.032   0.744   V   RRab   NGC6266-NV219   255.29061925089   0.1653    -30.10034608042   0.0916    6029368308103438208   -0.7537      0.1796    -4.221      0.219    -2.541      0.147    15.6584   0.0115   15.9725   0.0348   14.6786   0.0258   1.2939    0     243    630.45      1.599      0.915874018     
  17:01:09.93   -30:07:58.3   82     OGLE-BLG-RRLYR-41832   15.16    -99.99   0.5648566   8.0E-7   0.469   0.5648   16.479   0.642   V   RRab   NGC6266-V82     255.29136240753   0.1114    -30.13287574716   0.0631    6029365323112180480   0.7373       0.1235    -3.417      0.181    -1.202      0.109    16.0588   0.0097   16.2486   0.0321   14.8314   0.0184   1.4172    0     300    630.09      1.935      8.46902314E-5   
  17:01:09.96   -30:06:52.4   169    OGLE-BLG-RRLYR-41833   14.399   -99.99   0.5142958   1.2E-6   0.225   0.5144   --       --      V   RRc    NGC6266-NV169   255.29147741672   0.2969    -30.11458652931   0.1318    6029368312409605888   1.9525       0.3254    -8.848      0.378    -0.653      0.226    15.1904   0.0061   15.2347   0.0324   13.7889   0.0246   1.4458    0     240    3580.61     2.253      0.0             
  17:01:09.98   -30:06:48.4   177    OGLE-BLG-RRLYR-41835   14.877   -99.99   0.685244    2.6E-6   0.434   0.6851   --       --      V   RRab   NGC6266-NV177   255.29158036975   0.3151    -30.11345858724   0.1944    6029368312409605632   -1.6825      0.3461    -4.434      0.531    -4.219      0.342    15.5475   0.0146   15.2933   0.0528   14.0427   0.031    1.2506    0     145    3651.08     2.63       0.584183887     
  17:01:10.05   -30:07:36.5   125    OGLE-BLG-RRLYR-41836   15.223   -99.99   0.2736877   3.0E-7   0.297   0.2737   --       --      V   RRc    NGC6266-NV125   255.2918612922    0.1096    -30.12682275896   0.0636    6029365323112242688   0.296        0.1083    -3.291      0.174    -2.424      0.107    15.8155   0.0081   15.6172   0.026    14.6382   0.0152   0.979     0     293    762.78      2.14       0.0954659716    
  17:01:10.12   -30:07:01.0   160    OGLE-BLG-RRLYR-41838   15.061   -99.99   0.5439515   6.0E-7   0.634   0.5437   16.147   1.218   V   RRab   NGC6266-NV160   255.29214017111   0.1469    -30.11697821358   0.1       6029365357472084096   0.5026       0.1762    -4.35       0.244    -3.112      0.17     15.7925   0.0133   15.6521   0.0396   14.4052   0.0206   1.2469    0     239    976.68      2.363      0.958460292     
  17:01:10.29   -30:05:18.0   18     OGLE-BLG-RRLYR-41839   15.018   -99.99   0.5241246   4.0E-7   0.667   0.5241   16.156   1.027   V   RRab   NGC6266-V18     255.29285188893   0.0797    -30.08835579984   0.0449    6029368479902377088   -0.2378      0.0851    -4.363      0.129    -2.589      0.078    15.863    0.0129   16.2799   0.0452   15.0106   0.026    1.2693    0     310    399.98      1.433      0.94388594      
  17:01:10.41   -30:07:52.3   91     OGLE-BLG-RRLYR-41840   15.185   -99.99   0.3166464   7.0E-7   0.243   0.3167   16.337   0.421   V   RRc    NGC6266-NV91    255.29333752422   0.1284    -30.13120759364   0.0783    6029365323213260544   0.0669       0.1466    -6.067      0.406    -4.483      0.219    15.9512   0.0133   16.1251   0.04     14.9416   0.0258   1.1835    1     73     111.74      1.704      0.0564114054    
  17:01:10.54   -30:06:32.9   200    OGLE-BLG-RRLYR-41841   15.05    -99.99   0.4872428   2.5E-6   0.511   0.487    --       --      V   RRab   NGC6266-NV200   255.29387561882   1.3498    -30.10916968602   0.7728    6029368312510254464   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.5153   0.0204   15.0249   0.1069   13.1438   0.0762   1.8811    0     218    28525.68    4.936      0.0             
  17:01:10.57   -30:08:05.4   92     OGLE-BLG-RRLYR-41842   15.174   -99.99   0.5256789   4.0E-7   0.759   0.5256   --       --      V   RRab   NGC6266-NV92    255.29404721232   0.1326    -30.13487116365   0.0743    6029365323112009728   0.1598       0.149     -6.72       0.269    -2.971      0.15     15.9866   0.0154   15.9363   0.0223   14.6118   0.0465   1.3244    0     268    497.63      2.279      0.406579411     
  17:01:10.73   -30:07:09.5   247    OGLE-BLG-RRLYR-41843   14.939   -99.99   0.4927753   2.6E-6   0.479   0.4928   --       --      V   RRab   NGC6266-NV247   255.29471399103   0.927     -30.11934366543   0.5752    6029365357472024576   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.5614   0.0195   15.1923   0.072    13.941    0.0256   1.2514    0     225    47802.02    2.925      0.0             
  17:01:10.73   -30:07:05.7   151    OGLE-BLG-RRLYR-41844   15.088   -99.99   0.3152201   7.0E-7   0.283   0.3153   --       --      V   RRc    NGC6266-NV151   255.29469544908   0.3078    -30.11829160383   0.1905    6029365357472021504   -2.3892      0.3543    -8.069      0.464    -6.153      0.315    15.6801   0.0098   15.2649   0.0097   14.2153   4.0E-4   1.0495    0     189    2397.04     2.716      0.0             
  17:01:10.79   -30:06:45.4   181    OGLE-BLG-RRLYR-41845   14.877   -99.99   0.5892551   2.5E-6   0.568   0.5895   --       --      V   RRab   NGC6266-NV181   255.29494500907   0.4229    -30.11265878446   0.2375    6029368312510451456   -0.2542      0.4154    -9.589      0.536    -3.297      0.393    15.4989   0.0203   15.0439   0.0742   13.7026   0.0373   1.3413    0     141    2238.19     3.343      6.36651787E-7   
  17:01:10.95   -30:06:17.2   246    OGLE-BLG-RRLYR-41846   15.075   -99.99   0.508455    8.0E-7   0.6     0.5086   --       --      V   RRab   NGC6266-NV246   255.29559426879   0.1364    -30.10480668234   0.0711    6029368312510439680   -1.7433      0.1452    -6.651      0.349    -6.382      0.178    15.835    0.0162   15.4991   0.0397   14.4655   0.0099   1.0336    0     275    730.59      2.503      0.0             
  17:01:10.99   -30:02:48.3   47     OGLE-BLG-RRLYR-41848   14.966   -99.99   0.6118304   1.8E-6   0.339   0.6121   16.64    0.59    P   RRab   NGC6266-V47     255.29581304637   0.0678    -30.04675457309   0.0367    6029392261227381376   0.1294       0.0776    -4.906      0.103    -3.023      0.063    15.8492   0.0076   16.326    0.027    15.0769   0.0179   1.2491    0     331    294.21      1.34       0.983459344     
  17:01:11.02   -30:06:24.7   205    OGLE-BLG-RRLYR-41849   14.985   -99.99   0.5515406   4.0E-7   0.869   0.552    --       --      V   RRab   NGC6266-NV205   255.29588927708   0.5949    -30.10688594256   0.3335    6029368312510278016   -7.1656      0.7972    0.069       0.959    -8.009      0.595    15.5019   0.0154   15.0723   0.0464   13.8259   0.0408   1.2464    0     244    10975.08    3.083      0.0             
  17:01:11.10   -30:05:07.2   17     OGLE-BLG-RRLYR-41850   15.017   -99.99   0.529381    3.5E-6   0.505   0.529    16.109   1.135   V   RRab   NGC6266-V17     255.29624037411   0.0729    -30.08535227202   0.0427    6029368479902379904   0.2835       0.075     -5.143      0.116    -3.139      0.071    15.8559   0.0119   16.1265   0.0395   14.9965   0.0236   1.13      0     301    288.0       1.512      0.9823304       
  17:01:11.19   -30:07:11.8   146    OGLE-BLG-RRLYR-41852   15.019   -99.99   0.4659948   4.0E-7   0.862   0.466    --       --      V   RRab   NGC6266-NV146   255.29661309249   0.2192    -30.1199829892    0.1212    6029365357572813312   -0.7311      0.2294    -4.447      0.324    -3.439      0.208    15.8979   0.0167   15.2677   0.0586   14.0186   0.0421   1.2491    0     222    1069.34     3.715      0.943762966     
  17:01:11.25   -30:07:34.8   38     OGLE-BLG-RRLYR-41853   14.591   -99.99   0.7707751   5.0E-7   0.681   0.7708   --       --      V   RRab   NGC6266-V38     255.2968779854    0.1032    -30.12634923115   0.0571    6029365323112052736   0.9513       0.1165    -7.026      0.158    -2.04       0.098    15.3443   0.0138   15.388    0.044    14.1448   0.0243   1.2432    0     329    1052.4      1.99       0.00118164876   
  17:01:11.34   -30:07:43.5   74     OGLE-BLG-RRLYR-41855   15.13    -99.99   0.466703    5.0E-7   0.814   0.4667   --       --      V   RRab   NGC6266-V74     255.29725043195   0.1361    -30.12878639861   0.0789    6029365323112062336   -0.5278      0.1549    -3.263      0.226    -3.805      0.138    15.9171   0.0188   16.0873   0.0602   14.8517   0.0309   1.2355    0     316    1162.48     1.763      0.0369525847    
  17:01:11.36   -30:07:14.7   144    OGLE-BLG-RRLYR-41856   14.775   -99.99   0.6104846   2.9E-6   0.334   0.6105   --       --      V   RRab   NGC6266-NV144   255.29731646031   0.3002    -30.12078538665   0.1295    6029365357572817536   3.3163       0.2761    -0.562      0.392    1.418       0.214    15.5992   0.0105   14.9952   0.1031   13.3768   0.0211   1.6184    0     226    1408.5      4.578      0.0             
  17:01:11.54   -30:06:40.4   195    OGLE-BLG-RRLYR-41857   15.09    -99.99   0.4677373   2.1E-6   0.643   0.47     --       --      V   RRab   NGC6266-NV195   255.29806444083   0.422     -30.11127245733   0.4557    6029365357572762240   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.6334   0.0221   14.7527   0.0661   13.5793   0.0231   1.1734    0     140    1489.58     4.475      0.0             
  17:01:11.58   -30:06:05.5   216    OGLE-BLG-RRLYR-41858   15.193   -99.99   0.2666188   4.0E-7   0.281   0.2666   --       --      V   RRc    NGC6266-NV216   255.29822644206   0.282     -30.10155820442   0.1663    6029368415589602432   1.11         0.3093    -8.155      0.433    -2.538      0.275    15.8652   0.0092   15.1805   0.0492   14.0861   0.0096   1.0944    0     285    3899.21     3.571      0.00247876194   
  17:01:11.61   -30:05:46.3   93     OGLE-BLG-RRLYR-41859   15.052   -99.99   0.5523221   2.3E-6   0.443   0.552    16.340   0.966   V   RRab   NGC6266-NV93    255.29837462431   0.4285    -30.09621710042   0.2202    6029368415489001856   0.404        0.5023    -6.731      0.556    -0.9        0.375    15.8582   0.0153   15.6291   0.0244   14.5833   0.0454   1.0458    0     234    6375.07     2.284      0.0             
  17:01:11.66   -30:06:43.8   187    OGLE-BLG-RRLYR-41860   14.517   -99.99   0.4909653   1.6E-6   0.501   0.491    --       --      V   RRab   NGC6266-NV187   255.29853467779   35.3607   -30.11220570992   15.4624   6029365357572825344   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.1156   0.0645   99.9999   9.9999   99.9999   9.9999   99.9999   0     37     43082.93    99.999     0.0             
  17:01:11.68   -30:06:20.4   208    OGLE-BLG-RRLYR-41861   14.915   -99.99   0.5409321   4.7E-6   0.52    0.541    --       --      V   RRab   NGC6266-NV208   255.2986306219    0.4589    -30.10569521494   0.2776    6029368415589544192   0.3423       0.4591    -4.674      0.8      -0.847      0.503    15.6797   0.0119   15.2316   0.0583   14.0872   0.0361   1.1444    0     241    9295.99     2.955      0.0648564248    
  17:01:11.71   -30:09:32.4   121    OGLE-BLG-RRLYR-41863   16.145   -99.99   0.2804665   5.0E-7   0.226   0.2805   17.251   0.378   V   RRc    NGC6266-NV121   255.29875566364   0.094     -30.15901534635   0.0602    6029364670377584384   0.0674       0.106     -4.678      0.177    -1.61       0.106    16.9702   0.0056   17.4672   0.0286   16.2087   0.0204   1.2585    0     339    354.49      1.323      0.170710923     
  17:01:11.73   -30:05:44.3   19     OGLE-BLG-RRLYR-41864   14.933   -99.99   0.5227394   4.0E-7   0.861   0.5227   --       --      V   RRab   NGC6266-V19     255.29888201408   0.2977    -30.09567013864   0.1641    6029368415489011712   -2.056       0.3258    -4.581      0.458    -4.91       0.277    15.713    0.0178   15.737    0.0554   14.6546   0.0361   1.0824    0     292    5482.18     1.846      0.0111064739    
  17:01:11.73   -30:03:45.6   259    OGLE-BLG-RRLYR-41865   14.861   -99.99   0.6701176   5.1E-6   0.104   0.6704   --       --      V   RRab   NGC6266-NV259   255.29887995481   0.6606    -30.06267637667   0.3749    6029392188121856640   3.9898       0.913     -6.405      0.915    -0.337      0.629    15.607    0.0037   15.9553   0.0096   14.7262   0.0076   1.2291    0     288    18238.25    1.491      0.0             
  17:01:11.85   -30:07:28.6   130    OGLE-BLG-RRLYR-41866   15.205   -99.99   0.2611234   6.0E-7   0.139   0.2613   --       --      V   RRc    NGC6266-NV130   255.29936229242   0.3366    -30.12464052588   0.2663    6029365357572751104   8.5178       0.6577    -13.457     0.508    0.358       0.449    15.8595   0.0071   15.4293   0.0635   14.2888   0.0084   1.1405    0     264    2786.24     2.9        0.0             
  17:01:11.86   -30:07:15.0   143    OGLE-BLG-RRLYR-41867   15.197   -99.99   0.2950091   7.0E-7   0.266   0.2959   --       --      V   RRc    NGC6266-NV143   255.29942371213   0.9311    -30.12088501263   0.4937    6029365357572731008   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.7094   0.0137   14.9404   0.1337   13.7104   0.0541   1.2301    0     193    3040.07     4.174      0.0             
  17:01:11.95   -30:06:21.0   207    OGLE-BLG-RRLYR-41868   15.254   -99.99   0.2650758   7.0E-7   0.297   0.265    --       --      V   RRc    NGC6266-NV207   255.2997985353    0.1761    -30.10585326387   0.103     6029368415589591296   -1.6032      0.1955    -2.334      0.291    -5.49       0.18     15.8088   0.01     15.2919   0.1382   14.0583   0.0084   1.2336    0     260    1563.92     3.316      6.47740056E-11  
  17:01:11.96   -30:08:48.3   33     OGLE-BLG-RRLYR-41869   15.216   -99.99   0.5736015   7.0E-7   0.62    0.5736   16.620   0.973   V   RRab   NGC6266-V33     255.29982932391   0.1393    -30.14675862472   0.0663    6029365250086737280   0.2415       0.1332    -5.507      0.155    -3.382      0.108    16.2081   0.0125   16.724    0.0503   15.1832   0.0278   1.5408    0     297    338.31      1.551      0.961546941     
  17:01:12.00   -30:07:26.0   132    OGLE-BLG-RRLYR-41870   15.198   -99.99   0.2843517   1.6E-6   0.253   0.2842   16.189   0.628   V   RRc    NGC6266-NV132   255.29998431895   0.3587    -30.12392243704   0.1874    6029365357572929152   0.1313       0.4187    -9.519      0.493    -1.652      0.318    15.8641   0.0074   15.384    0.0998   14.1454   0.0176   1.2386    0     279    4871.14     3.215      0.0             
  17:01:12.04   -30:06:22.1   206    OGLE-BLG-RRLYR-41871   14.896   -99.99   0.6414585   3.5E-6   0.43    0.64     --       --      V   RRab   NGC6266-NV206   255.30016805896   0.1771    -30.10617179977   0.1119    6029368415589591552   -1.0143      0.1866    -5.412      0.312    -5.285      0.204    15.6108   0.0102   15.1846   0.0662   13.9279   0.0243   1.2566    0     251    1848.13     3.093      7.1083404E-5    
  17:01:12.08   -30:07:20.2   261    OGLE-BLG-RRLYR-41872   15.012   -99.99   0.5040967   5.0E-7   0.642   0.5041   --       --      V   RRab   NGC6266-NV261   255.30031552192   0.2219    -30.12229611054   0.1281    6029365357572742272   -0.6889      0.2541    -3.685      0.362    -1.975      0.221    15.7282   0.0153   15.1793   0.0517   14.1279   0.0312   1.0514    0     303    3155.15     3.076      0.294453491     
  17:01:12.11   -30:07:01.7   158    OGLE-BLG-RRLYR-41874   14.745   -99.99   0.2643684   6.0E-7   0.204   0.264    --       --      V   RRc    -99.99          255.30036538043   3.0754    -30.1171656542    3.3049    6029365357572870144   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.2832   0.0183   14.6369   0.0535   13.3952   0.0193   1.2418    0     150    44065.95    3.754      0.0             
  17:01:12.12   -30:07:22.1   137    OGLE-BLG-RRLYR-41875   15.022   -99.99   0.5147494   7.0E-7   0.576   0.515    --       --      V   RRab   NGC6266-NV137   255.30049394233   0.2212    -30.12281838732   0.1298    6029365357572743552   1.427        0.2565    -4.671      0.417    -3.273      0.231    15.816    0.0105   15.3912   0.0527   14.0631   0.017    1.3281    0     285    2729.72     3.225      0.966835107     
  17:01:12.16   -30:06:42.6   243    OGLE-BLG-RRLYR-41877   14.737   -99.99   0.4911295   4.2E-6   0.455   0.4911   --       --      V   RRab   NGC6266-NV243   255.30063765153   0.9056    -30.11186016311   0.5562    6029365357471890560   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.3092   0.0215   14.3218   0.0859   13.1291   0.0287   1.1927    0     111    18797.82    4.994      0.0             
  17:01:12.18   -30:07:08.6   149    OGLE-BLG-RRLYR-41878   14.679   -99.99   0.8755423   9.2E-6   0.086   0.319    --       --      V   RRab   NGC6266-NV149   255.30075251584   1.0024    -30.1190782407    1.0188    6029365357572973312   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.2963   0.0094   99.9999   9.9999   99.9999   9.9999   99.9999   0     134    9563.06     99.999     0.0             
  17:01:12.20   -30:07:03.0   156    OGLE-BLG-RRLYR-41880   14.811   -99.99   0.5750452   9.0E-7   0.425   0.577    --       --      V   RRab   NGC6266-NV156   255.30078644638   1.4842    -30.11751403702   0.6205    6029365357572838912   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.4708   0.0172   99.9999   9.9999   99.9999   9.9999   99.9999   0     139    12593.29    99.999     0.0             
  17:01:12.21   -30:07:11.1   147    OGLE-BLG-RRLYR-41881   14.041   -99.99   0.325859    1.0E-6   0.114   0.3259   --       --      V   RRc    NGC6266-NV147   255.300791922     1.9162    -30.11979494548   1.2284    6029365357572726400   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.8287   0.0137   14.5893   0.1928   13.0201   0.0385   1.5692    1     120    13777.05    3.168      0.0             
  17:01:12.21   -30:06:25.5   203    OGLE-BLG-RRLYR-41882   14.923   -99.99   0.4909971   1.3E-6   0.682   0.491    --       --      V   RRab   NGC6266-NV203   255.30086825618   0.7689    -30.1071204634    0.5245    6029368415589552384   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.4915   0.0205   14.782    0.0676   13.4599   0.0132   1.3221    1     164    20748.89    4.177      0.0             
  17:01:12.33   -30:06:47.9   179    OGLE-BLG-RRLYR-41883   14.715   -99.99   0.5482157   1.0E-6   0.428   0.5483   --       --      V   RRab   NGC6266-NV179   255.30136362585   27.8765   -30.11330374739   20.9541   6029365357572836224   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.9862   0.0274   99.9999   9.9999   99.9999   9.9999   99.9999   0     42     47666.99    99.999     0.0             
  17:01:12.40   -30:06:51.0   174    OGLE-BLG-RRLYR-41884   14.7     -99.99   0.3176826   1.5E-6   0.151   0.3175   --       --      V   RRc    NGC6266-NV174   255.30158433654   0.876     -30.11416877462   0.4956    6029365357572903680   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.691    0.01     99.9999   9.9999   99.9999   9.9999   99.9999   0     171    30637.8     99.999     0.0             
  17:01:12.44   -30:07:49.6   27     OGLE-BLG-RRLYR-41885   15.234   -99.99   0.4493012   4.0E-7   0.863   0.4492   16.361   1.382   V   RRab   NGC6266-V27     255.30181522338   0.1948    -30.13048488224   0.1261    6029365288752237824   -0.1248      0.2551    -6.091      0.267    -2.837      0.211    16.0415   0.0209   16.1524   0.0603   14.833    0.0329   1.3194    0     244    465.1       1.959      0.892843166     
  17:01:12.53   -30:06:16.8   13     OGLE-BLG-RRLYR-41887   15.003   -99.99   0.3032924   6.0E-7   0.222   0.3033   --       --      V   RRc    NGC6266-V13     255.30217851664   1.0807    -30.10468765848   0.5779    6029368415589650432   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.5648   0.0084   15.1933   0.0212   13.8473   0.0103   1.346     0     258    34620.72    3.104      0.0             
  17:01:12.54   -30:06:54.9   165    OGLE-BLG-RRLYR-41888   14.316   -99.99   0.4521937   1.0E-6   0.423   0.452    --       --      V   RRab   NGC6266-NV165   255.30218835289   23.3021   -30.11530813301   11.1981   6029365357471878528   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.7862   0.0266   99.9999   9.9999   99.9999   9.9999   99.9999   0     64     42798.56    99.999     0.0             
  17:01:12.54   -30:06:45.8   184    OGLE-BLG-RRLYR-41889   15.265   -99.99   0.6102895   5.8E-6   0.496   0.5722   --       --      V   RRab   NGC6266-NV184   255.30214692864   1.3323    -30.11271608238   0.9807    6029365357471894016   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.0097   0.0147   99.9999   9.9999   99.9999   9.9999   99.9999   0     123    10695.39    99.999     0.0             
  17:01:12.63   -30:06:41.5   190    OGLE-BLG-RRLYR-41891   14.887   -99.99   0.5558642   5.6E-6   0.442   0.554    --       --      V   RRab   NGC6266-NV190   255.30258514145   7.6118    -30.11152837553   7.1354    6029365357572961024   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.1561   0.0254   99.9999   9.9999   99.9999   9.9999   99.9999   0     61     35666.02    99.999     0.0             
  17:01:12.65   -30:07:19.9   141    OGLE-BLG-RRLYR-41892   15.125   -99.99   0.2993431   8.0E-7   0.283   0.2994   --       --      V   RRc    NGC6266-NV141   255.3026851889    0.2544    -30.12222299931   0.1409    6029365357572885888   0.932        0.3071    -1.875      0.322    -3.75       0.236    15.7283   0.0077   15.2321   0.017    13.8492   0.0667   1.3829    0     292    2998.95     3.563      7.15564916E-6   
  17:01:12.70   -30:07:21.8   138    OGLE-BLG-RRLYR-41894   14.775   -99.99   0.605205    3.1E-6   0.396   0.6051   --       --      V   RRab   NGC6266-NV138   255.30295566071   55.7971   -30.12274221086   29.366    6029365357572886016   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.4322   0.0186   99.9999   9.9999   99.9999   9.9999   99.9999   0     48     455.34      99.999     0.0             
  17:01:12.70   -30:06:11.7   213    OGLE-BLG-RRLYR-41895   15.031   -99.99   0.585456    1.2E-6   0.493   0.5853   --       --      V   RRab   NGC6266-NV213   255.30290158445   1.4196    -30.10327838026   0.844     6029368415589554816   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.6886   0.0097   15.6367   0.0247   14.3051   0.0139   1.3316    0     278    91163.06    2.293      0.0             
  17:01:12.74   -30:05:59.3   220    OGLE-BLG-RRLYR-41898   13.879   -99.99   0.4960787   4.1E-6   0.195   0.496    --       --      V   RRab   NGC6266-NV220   255.30311703498   2.4764    -30.09983380397   2.3689    6029368415591028864   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.9786   0.0203   15.1889   0.0136   13.6734   0.0218   1.5155    1     74     42716.91    2.022      0.0             
  17:01:12.90   -30:07:25.7   133    OGLE-BLG-RRLYR-41901   15.076   -99.99   0.3155845   7.0E-7   0.228   0.3156   16.190   0.479   V   RRc    NGC6266-NV133   255.30373082008   0.4009    -30.12383884586   0.2139    6029365357572861440   0.5566       0.4165    -1.61       0.465    -2.186      0.349    15.8015   0.0076   15.6952   0.0238   14.3309   0.0103   1.3643    0     262    3256.21     2.459      3.88268368E-5   
  17:01:12.96   -30:09:05.4   32     OGLE-BLG-RRLYR-41903   15.253   -99.99   0.5479066   5.0E-7   0.651   0.5479   16.571   0.953   V   RRab   NGC6266-V32     255.30397812548   0.0895    -30.15151696609   0.0505    6029365048233800704   -0.0463      0.0892    -6.29       0.154    -3.579      0.089    16.1781   0.0123   16.607    0.0424   14.9644   0.0247   1.6426    0     305    473.64      1.797      0.548572889     
  17:01:12.97   -30:07:21.7   139    OGLE-BLG-RRLYR-41904   14.985   -99.99   0.5404515   3.1E-6   0.449   0.5405   --       --      V   RRab   NGC6266-NV139   255.30403403056   0.3273    -30.12273699767   0.2084    6029365357572852352   -0.132       0.4004    -7.072      0.558    -3.148      0.366    15.7478   0.0117   15.2295   0.032    13.8187   0.0158   1.4108    0     284    8291.34     3.7        0.521251856     
  17:01:13.02   -30:06:58.6   162    OGLE-BLG-RRLYR-41905   14.488   -99.99   0.6032133   4.0E-6   0.383   0.6032   --       --      V   RRab   NGC6266-NV162   255.30423997835   1.8855    -30.11631542559   0.6532    6029365357471852928   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.5627   0.007    99.9999   9.9999   99.9999   9.9999   99.9999   0     190    65547.45    99.999     0.0             
  17:01:13.08   -30:07:03.4   155    OGLE-BLG-RRLYR-41906   15.005   -99.99   0.2706364   6.0E-7   0.263   0.271    --       --      V   RRc    NGC6266-NV155   255.30450078507   1.8451    -30.11766456002   2.89      6029365357572721664   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.4334   0.0116   99.9999   9.9999   99.9999   9.9999   99.9999   0     137    14408.49    99.999     0.0             
  17:01:13.11   -30:06:48.1   178    OGLE-BLG-RRLYR-41907   13.881   -99.99   0.2890271   1.9E-6   0.099   0.407    --       --      V   RRc    NGC6266-NV178   255.30462467388   19.3633   -30.11338047181   9.7023    6029365357572913024   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.2747   0.0162   99.9999   9.9999   99.9999   9.9999   99.9999   1     78     28950.71    99.999     0.0             
  17:01:13.12   -30:06:38.7   197    OGLE-BLG-RRLYR-41908   15.305   -99.99   0.3184184   2.9E-6   0.226   0.3183   --       --      V   RRc    NGC6266-NV197   255.30460329138   1.2082    -30.11093063138   1.1362    6029365460652075776   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.0704   0.0091   99.9999   9.9999   99.9999   9.9999   99.9999   0     203    20284.66    99.999     0.0             
  17:01:13.13   -30:06:54.2   166    OGLE-BLG-RRLYR-41909   15.292   -99.99   0.2897794   1.4E-6   0.281   0.29     --       --      V   RRc    NGC6266-NV166   255.30473908044   6.7542    -30.11512980719   4.8685    6029365357572972800   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.8817   0.0145   14.1161   0.0903   12.6197   0.0362   1.4963    0     184    898096.06   4.906      0.0             
  17:01:13.22   -30:06:06.2   215    OGLE-BLG-RRLYR-41911   15.244   -99.99   0.4614927   6.0E-7   0.978   0.4616   --       --      V   RRab   NGC6266-NV215   255.30505470637   1.4973    -30.10174710954   0.8912    6029368415488861696   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.7207   0.0264   15.2251   0.0749   14.0485   0.026    1.1766    0     253    239326.03   3.145      0.0             
