# RA            DEC           ID_C   ID_OGLE                I        V        P_1         dP_1     A_1     Period   <mag>    ampl    C   Type   ID_OTHER        RA_ICRS           e_RA      DE_ICRS           e_DE      Source                Plx          e_Plx     pmRA        e_pmRA   pmDE        e_pmDE   Gmag      e_Gmag   BPmag     e_BP     RPmag     e_RP     BP-RP     Dup   NgAL   chi2AL      E(BR/RP)   Membership      
  17:01:13.29   -30:06:41.0   191    OGLE-BLG-RRLYR-41913   14.816   -99.99   0.5856327   1.2E-6   0.415   0.5857   --       --      V   RRab   NGC6266-NV191   255.30536600273   0.5855    -30.11140655304   0.351     6029365460652077056   -3.2931      0.6908    -4.728      1.011    -6.956      0.613    14.983    0.0109   99.9999   9.9999   99.9999   9.9999   99.9999   0     197    25450.58    99.999     4.53998911E-6   
  17:01:13.38   -30:06:44.6   183    OGLE-BLG-RRLYR-41915   13.875   -99.99   0.5687558   2.3E-6   0.177   0.5686   --       --      V   RRab   NGC6266-NV183   255.3057716899    1.7865    -30.11241161535   0.5144    6029365460652097408   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.2662   0.009    13.6602   0.0361   12.1683   0.0182   1.4919    1     159    14452.86    4.223      0.0             
  17:01:13.66   -30:07:10.4   148    OGLE-BLG-RRLYR-41918   14.818   -99.99   0.5605607   1.2E-6   0.697   0.5606   --       --      V   RRab   NGC6266-NV148   255.30690899464   0.4181    -30.11958022077   0.2434    6029365357471925376   -1.1148      0.5083    -10.708     0.741    -5.339      0.441    15.4691   0.0198   15.1916   0.0527   13.7881   0.0463   1.4035    0     204    11002.4     2.95       0.0             
  17:01:13.68   -30:06:01.5   218    OGLE-BLG-RRLYR-41919   15.034   -99.99   0.4447447   1.9E-6   0.59    0.4447   16.095   1.249   V   RRab   NGC6266-NV218   255.30697191249   0.145     -30.10044290772   0.0839    6029368415591024000   0.5194       0.1553    -5.428      0.235    -3.541      0.144    15.7757   0.0145   15.695    0.0481   14.4875   0.0324   1.2075    0     323    1838.99     2.185      0.948052231     
  17:01:13.69   -30:05:22.6   94     OGLE-BLG-RRLYR-41920   17.197   -99.99   0.3181882   2.1E-6   0.439   0.3181   --       --      V   RRc    NGC6266-NV94    255.30695518379   1.2637    -30.08957061408   0.6615    6029368449848753152   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   17.2015   0.0048   99.9999   9.9999   99.9999   9.9999   99.9999   0     229    1629.17     99.999     0.0             
  17:01:13.73   -30:06:25.7   202    OGLE-BLG-RRLYR-41922   15.364   -99.99   0.2709056   6.0E-7   0.251   0.2709   16.258   0.439   V   RRc    NGC6266-NV202   255.30721956882   0.5688    -30.10716330834   0.3239    6029365460652135680   7.8719       0.6654    -0.522      1.071    -0.773      0.593    15.7578   0.0094   15.0274   0.1015   13.6076   0.1881   1.4198    0     219    13989.2     4.524      4.83399857E-7   
  17:01:13.78   -30:06:18.6   209    OGLE-BLG-RRLYR-41923   15.013   -99.99   0.2883259   1.1E-6   0.239   0.2883   --       --      V   RRc    NGC6266-NV209   255.30739940143   0.4821    -30.1051919349    0.2371    6029365460551282560   -2.523       0.5712    -4.523      0.62     -5.508      0.406    15.6557   0.0094   15.3003   0.03     13.9472   0.0164   1.3531    0     230    7163.82     3.072      0.00113421102   
  17:01:13.81   -30:06:44.1   186    OGLE-BLG-RRLYR-41924   15.201   -99.99   0.3018912   8.0E-7   0.257   0.3025   --       --      V   RRc    NGC6266-NV186   255.30752815028   7.5102    -30.11228468796   5.2429    6029365460652183424   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.3473   0.0164   99.9999   9.9999   99.9999   9.9999   99.9999   0     77     5344.79     99.999     0.0             
  17:01:13.87   -30:07:02.4   157    OGLE-BLG-RRLYR-41925   13.898   -99.99   0.7197472   3.1E-6   0.111   0.7195   --       --      V   RRab   NGC6266-NV157   255.30774743197   5.0024    -30.11732720865   2.8338    6029365357572735744   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.8211   0.007    14.8014   0.0481   13.2688   0.0348   1.5326    1     72     231283.19   2.526      0.0             
  17:01:13.94   -30:06:51.6   172    OGLE-BLG-RRLYR-41927   14.991   -99.99   0.3132398   1.6E-6   0.218   0.3132   --       --      V   RRc    NGC6266-NV172   255.30808621732   1.3044    -30.11433289807   0.5836    6029365460652064640   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.3883   0.0096   99.9999   9.9999   99.9999   9.9999   99.9999   0     196    51760.97    99.999     0.0             
  17:01:14.20   -30:07:09.2   83     OGLE-BLG-RRLYR-41929   15.159   -99.99   0.4677404   2.0E-7   0.846   0.4676   --       --      V   RRab   NGC6266-V83     255.30916562866   0.2818    -30.11925606258   0.1697    6029365357471764864   -0.0714      0.3239    -6.418      0.464    -3.182      0.287    15.7247   0.0175   99.9999   9.9999   99.9999   9.9999   99.9999   0     232    3577.62     99.999     0.843400637     
  17:01:14.33   -30:06:17.9   210    OGLE-BLG-RRLYR-41931   15.205   -99.99   0.4371962   4.0E-7   0.833   0.437    16.207   0.647   V   RRab   NGC6266-NV210   255.3096863585    0.1597    -30.10501193486   0.097     6029365460551283072   0.5568       0.1776    -5.245      0.252    -2.729      0.163    15.9257   0.0186   15.439    0.1019   14.1784   0.0487   1.2606    0     268    883.07      3.278      0.976241147     
  17:01:14.46   -30:06:58.3   161    OGLE-BLG-RRLYR-41932   12.113   -99.99   0.5571488   6.4E-6   0.031   0.5568   --       --      V   RRab   NGC6266-NV161   255.31023693819   0.1244    -30.11622191081   0.0701    6029365460652112512   0.5296       0.1224    -6.243      0.217    -2.418      0.118    13.1553   0.0018   13.8852   0.0134   11.9805   0.005    1.9047    1     247    1802.95     1.631      0.617951073     
  17:01:14.50   -30:04:00.3   7      OGLE-BLG-RRLYR-41933   14.978   -99.99   0.5639501   1.1E-6   0.578   0.564    16.044   0.946   V   RRab   NGC6266-V7      255.31039477451   0.0834    -30.06677460131   0.0434    6029391981963439744   -0.0292      0.0847    -4.868      0.125    -2.902      0.073    15.7779   0.0113   16.2302   0.0424   15.0427   0.0276   1.1874    0     319    391.31      1.322      0.982695938     
  17:01:14.54   -30:07:12.2   145    OGLE-BLG-RRLYR-41934   15.103   -99.99   0.5666828   3.0E-6   0.521   0.5665   --       --      V   RRab   NGC6266-NV145   255.31055432003   0.4296    -30.1200777934    0.2108    6029365288752289024   -2.7818      0.4207    0.135       0.512    -3.165      0.346    15.7951   0.0102   15.5145   0.0412   14.1017   0.0135   1.4128    0     244    3660.75     2.976      1.69937081E-10  
  17:01:14.57   -30:07:34.1   126    OGLE-BLG-RRLYR-41935   15.107   -99.99   0.5132318   3.4E-6   0.668   0.5133   --       --      V   RRab   NGC6266-NV126   255.31068796536   0.1723    -30.1261511896    0.1088    6029365288752216704   -1.8923      0.2259    -2.457      0.292    -5.686      0.19     15.9831   0.011    15.8441   0.0723   14.4572   0.0616   1.3869    0     294    1676.32     2.57       1.80378806E-11  
  17:01:14.72   -30:08:28.7   95     OGLE-BLG-RRLYR-41936   15.316   -99.99   0.4940876   1.0E-6   0.637   0.4941   16.609   1.226   V   RRab   NGC6266-NV95    255.31130279942   0.2617    -30.14131769941   0.1312    6029365048233857408   0.4399       0.2678    -5.153      0.35     -3.277      0.215    16.1923   0.0177   16.6652   0.0641   15.2371   0.0362   1.428     0     293    1569.25     1.501      0.97377141      
  17:01:14.74   -30:07:32.6   129    OGLE-BLG-RRLYR-41937   14.816   -99.99   0.3291905   1.0E-6   0.183   0.3292   --       --      V   RRc    NGC6266-NV129   255.31139063405   0.7052    -30.12573232713   0.3606    6029365288752225920   0.6577       0.8353    -3.112      1.001    -1.39       0.622    15.7934   0.0106   15.7551   0.021    14.3309   0.0128   1.4242    1     289    21668.97    2.398      0.300534791     
  17:01:14.80   -30:09:43.6   119    OGLE-BLG-RRLYR-41938   15.411   -99.99   0.3191559   5.0E-7   0.255   0.3191   16.678   0.397   V   RRc    NGC6266-NV119   255.31165720052   0.3283    -30.162136859     0.2269    6029364601557037952   -1.3755      0.3626    -2.567      0.628    -3.923      0.385    16.2292   0.0076   16.7031   0.0244   15.3102   0.0263   1.3929    0     282    5985.98     1.467      0.0517654126    
  17:01:15.20   -30:07:22.9   136    OGLE-BLG-RRLYR-41940   14.927   -99.99   0.6261283   9.0E-7   0.568   0.6258   16.227   0.878   V   RRab   NGC6266-NV136   255.313333302     0.1915    -30.12306957044   0.1064    6029365288752242304   2.984        0.1981    2.448       0.348    2.095       0.192    15.8205   0.0133   15.6731   0.0521   14.225    0.0292   1.4481    0     243    1611.0      2.692      0.0             
  17:01:15.22   -30:07:20.9   140    OGLE-BLG-RRLYR-41941   15.005   -99.99   0.3837808   2.1E-6   0.259   0.383    16.097   0.427   V   RRc    NGC6266-NV140   255.31340413989   0.2444    -30.12250098161   0.1233    6029365288752241792   -0.2625      0.2563    -1.322      0.36     -1.766      0.208    15.6832   0.008    15.3049   0.0346   14.2049   0.0207   1.1       0     260    2356.54     2.701      1.39229919E-8   
  17:01:15.29   -30:06:44.3   185    OGLE-BLG-RRLYR-41943   15.016   -99.99   0.5908872   2.7E-6   0.37    0.591    --       --      V   RRab   NGC6266-NV185   255.31370582889   0.5996    -30.11233219123   0.3879    6029365460551127296   -0.2085      0.6844    -8.384      1.049    -2.646      0.671    15.6729   0.015    99.9999   9.9999   99.9999   9.9999   99.9999   0     122    8065.45     99.999     0.614856838     
  17:01:15.37   -30:06:15.7   212    OGLE-BLG-RRLYR-41944   14.998   -99.99   0.6075342   1.0E-6   0.315   0.6072   --       --      V   RRab   NGC6266-NV212   255.31403291337   0.6375    -30.10439730443   0.3611    6029365460551272064   1.9151       0.7645    -10.709     1.237    -1.915      0.707    15.7068   0.0098   15.3744   0.0414   14.0059   0.0159   1.3685    0     278    29927.89    3.036      0.0             
  17:01:15.42   -30:06:53.7   167    OGLE-BLG-RRLYR-41945   14.677   -99.99   0.6301337   1.8E-6   0.339   0.63     --       --      V   RRab   NGC6266-NV167   255.31423627755   2.7579    -30.11494643232   1.5069    6029365460551146112   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.3393   0.0109   15.3294   0.0329   13.8379   0.0086   1.4916    0     229    38875.89    2.438      0.0             
  17:01:15.43   -30:06:40.9   193    OGLE-BLG-RRLYR-41946   14.436   -99.99   0.3198807   1.0E-6   0.124   0.3198   --       --      V   RRc    NGC6266-NV193   255.31429192223   2.0132    -30.11133352536   1.3042    6029365460651933056   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.4121   0.0158   15.0759   0.022    13.7962   0.0141   1.2797    1     80     23583.48    2.886      0.0             
  17:01:15.52   -30:06:25.6   201    OGLE-BLG-RRLYR-41948   15.367   -99.99   0.250717    5.0E-7   0.263   0.2507   --       --      V   RRc    NGC6266-NV201   255.31467037263   0.453     -30.10715609178   0.4234    6029365460551217280   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.8614   0.0088   15.2971   0.0782   14.0206   0.0767   1.2766    0     103    361.79      3.554      0.0             
  17:01:15.58   -30:06:34.3   199    OGLE-BLG-RRLYR-41949   14.954   -99.99   0.5568711   7.0E-7   0.5     0.5568   --       --      V   RRab   NGC6266-NV199   255.3149230867    0.254     -30.10955975409   0.1586    6029365460551204864   -0.7918      0.3365    -6.283      0.434    -4.695      0.277    15.6614   0.0113   15.5649   0.1132   14.2509   0.0546   1.314     0     253    3485.36     2.363      0.0152889057    
  17:01:15.63   -30:08:22.0   96     OGLE-BLG-RRLYR-41950   15.316   -99.99   0.4664129   4.0E-7   0.834   0.4663   16.615   1.257   V   RRab   NGC6266-NV96    255.31510765398   0.2354    -30.13946118968   0.1394    6029365082694727808   -1.0397      0.2539    -5.588      0.413    -3.461      0.234    16.2246   0.0181   16.6381   0.059    15.2585   0.0355   1.3797    0     309    1902.72     1.538      0.948820112     
  17:01:15.69   -30:04:50.1   56     OGLE-BLG-RRLYR-41951   15.058   -99.99   0.5616759   6.0E-7   0.55    0.5616   16.249   0.857   V   RRab   NGC6266-V56     255.31536114724   0.0759    -30.08061756223   0.0417    6029368445542663168   0.1397       0.0772    -5.018      0.115    -3.203      0.07     15.8731   0.0106   16.2367   0.0367   14.999    0.0227   1.2377    0     318    305.01      1.477      0.981381659     
  17:01:15.74   -30:06:42.7   189    OGLE-BLG-RRLYR-41952   15.034   -99.99   0.5616305   2.5E-6   0.436   0.5617   --       --      V   RRab   NGC6266-NV189   255.31557876022   2.1576    -30.11189146821   2.0658    6029365460551180288   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.677    0.0237   15.4157   0.0438   14.0264   0.056    1.3892    0     103    17205.58    2.881      0.0             
  17:01:16.07   -30:06:40.2   194    OGLE-BLG-RRLYR-41953   14.411   -99.99   0.5057004   1.3E-6   0.353   0.505    --       --      V   RRab   NGC6266-NV194   255.31692996167   2.0838    -30.11119537961   1.192     6029365460553537152   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.3685   0.0209   15.366    0.0457   14.0385   0.0188   1.3276    0     134    94473.71    2.185      0.0             
  17:01:16.14   -30:06:42.5   1      OGLE-BLG-RRLYR-41954   14.983   -99.99   0.5046902   7.0E-7   0.843   0.5047   --       --      V   RRab   NGC6266-V1      255.31722311261   0.295     -30.11182368209   0.1845    6029365460551165568   -1.7123      0.3406    -6.002      0.479    -5.977      0.311    15.6702   0.0175   14.9831   0.0685   14.0456   0.0034   0.9375    0     196    3690.2      3.283      2.28901358E-7   
  17:01:16.36   -30:06:06.6   214    OGLE-BLG-RRLYR-41956   15.039   -99.99   0.5873898   1.9E-6   0.513   0.587    16.299   0.776   V   RRab   NGC6266-NV214   255.31817280659   0.1607    -30.10184616871   0.069     6029365490604930048   0.4786       0.1538    -5.284      0.168    -3.238      0.113    15.8815   0.0116   16.029    0.0322   14.6766   0.0182   1.3525    0     246    410.97      1.932      0.977478867     
  17:01:16.46   -30:06:51.4   171    OGLE-BLG-RRLYR-41960   15.008   -99.99   0.6479952   2.6E-6   0.144   0.6482   16.246   0.254   V   RRab   NGC6266-NV171   255.31855290904   0.1561    -30.11431101847   0.0947    6029365391932733696   0.4198       0.1978    -3.638      0.275    -2.696      0.168    15.7847   0.0053   15.8645   0.0231   14.5116   0.0149   1.3529    0     171    721.87      2.057      0.673575808     
  17:01:16.64   -30:06:17.8   211    OGLE-BLG-RRLYR-41961   15.099   -99.99   0.3327551   8.0E-7   0.247   0.3327   --       --      V   RRc    NGC6266-NV211   255.31933303718   0.194     -30.10496545531   0.1078    6029365460553804672   0.5554       0.2041    -10.579     0.299    -1.427      0.178    15.8324   0.0074   15.8946   0.0209   14.6653   0.0124   1.2293    0     287    1525.26     1.94       0.0             
  17:01:16.77   -30:04:47.9   57     OGLE-BLG-RRLYR-41964   15.063   -99.99   0.5565006   9.0E-7   0.478   0.5564   16.235   0.854   V   RRab   NGC6266-V57     255.31988416479   0.0741    -30.07998242893   0.0416    6029391913243973376   0.0804       0.0774    -4.502      0.117    -3.075      0.071    15.9228   0.0103   16.3984   0.0368   15.1189   0.0321   1.2795    0     334    320.85      1.366      0.971698154     
  17:01:17.00   -30:08:45.7   98     OGLE-BLG-RRLYR-41966   15.279   -99.99   0.5620151   1.1E-6   0.605   0.562    16.670   0.878   V   RRab   NGC6266-NV98    255.32082392796   0.086     -30.14604041781   0.0564    6029365078288073728   0.004        0.1019    -5.485      0.164    -3.411      0.097    16.2064   0.0124   16.6802   0.041    15.2116   0.0293   1.4686    0     250    367.44      1.539      0.960248309     
  17:01:17.03   -30:07:04.5   152    OGLE-BLG-RRLYR-41967   15.036   -99.99   0.3031785   5.0E-7   0.218   0.3032   --       --      V   RRc    NGC6266-NV152   255.32093689875   0.4346    -30.11795187989   0.2434    6029365391831450880   -2.0049      0.502     -0.799      0.845    -5.46       0.48     15.8053   0.0085   15.6456   0.0311   14.5725   0.0174   1.0731    1     255    10276.48    2.175      7.27399872E-7   
  17:01:17.03   -30:06:50.6   175    OGLE-BLG-RRLYR-41968   15.312   -99.99   0.2816712   5.0E-7   0.286   0.2816   16.372   0.516   V   RRc    NGC6266-NV175   255.32097194602   0.1577    -30.11408708881   0.1062    6029365391831519488   -0.3943      0.1988    -3.65       0.291    -4.753      0.197    15.9384   0.0088   16.0315   0.0311   14.7327   0.0172   1.2988    0     235    971.67      1.966      9.43144629E-4   
  17:01:17.39   -30:11:08.1   113    OGLE-BLG-RRLYR-41969   15.223   -99.99   0.4765065   2.0E-7   0.815   0.478    16.404   1.221   V   RRab   NGC6266-NV113   255.32244935781   0.0652    -30.18559615607   0.0389    6029363841330527232   0.0704       0.0719    -5.247      0.124    -2.838      0.069    16.1046   0.0184   16.5771   0.0633   15.2713   0.0406   1.3058    0     312    310.93      1.392      0.98123312      
  17:01:17.40   -30:04:40.3   225    OGLE-BLG-RRLYR-41971   13.914   -99.99   0.2886005   1.2E-6   0.081   0.2884   15.353   0.252   V   RRc    NGC6266-NV225   255.32250287153   1.2444    -30.07790836797   0.7728    6029391913243976320   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.9819   0.006    15.447    0.0178   13.9587   0.0092   1.4884    0     307    303063.88   1.571      0.0             
  17:01:17.49   -30:05:41.6   97     OGLE-BLG-RRLYR-41973   15.063   -99.99   0.5509242   6.0E-7   0.525   0.551    16.262   0.883   V   RRab   NGC6266-NV97    255.32285186734   0.1093    -30.09490241095   0.0778    6029365490605171840   0.2315       0.1626    -3.665      0.197    -2.069      0.134    15.8976   0.0114   16.1213   0.0427   14.9333   0.0232   1.188     0     303    763.59      1.632      0.192314965     
  17:01:17.52   -30:07:27.4   24     OGLE-BLG-RRLYR-41974   15.174   -99.99   0.5225408   4.0E-7   0.661   0.5223   16.422   1.121   V   RRab   NGC6266-V24     255.32299285955   0.2278    -30.12431649469   0.1303    6029365391831358336   -0.6053      0.176     0.006       0.378    -2.333      0.208    16.0493   0.0138   16.3071   0.0416   14.8626   0.0222   1.4444    0     285    1073.06     1.849      1.01646344E-13  
  17:01:17.56   -30:04:46.0   223    OGLE-BLG-RRLYR-41976   15.126   -99.99   0.5326031   4.0E-7   0.677   0.5325   16.305   1.026   V   RRab   NGC6266-NV223   255.32316148388   0.0836    -30.07945588641   0.0507    6029391913243978752   0.0776       0.0872    -4.521      0.124    -2.857      0.085    15.9683   0.0146   16.3597   0.0571   15.1087   0.0303   1.2511    0     299    381.76      1.452      0.97243042      
  17:01:17.61   -30:08:35.7   99     OGLE-BLG-RRLYR-41977   15.23    -99.99   0.6030859   3.4E-6   0.353   0.6028   16.644   0.410   V   RRab   NGC6266-NV99    255.32337183848   0.0823    -30.14328360872   0.0528    6029365082593477504   0.0174       0.0962    -5.733      0.14     -3.19       0.09     16.1749   0.0075   16.6559   0.0257   15.1766   0.0148   1.4793    0     282    352.12      1.539      0.955607703     
  17:01:17.66   -30:06:36.9   22     OGLE-BLG-RRLYR-41978   15.097   -99.99   0.5013329   2.6E-6   0.665   0.5013   --       --      V   RRab   NGC6266-V22     255.3235854261    0.183     -30.11026592543   0.1108    6029365391831535360   0.3378       0.2151    -5.598      0.296    -3.607      0.194    15.7087   0.0166   15.7221   0.0473   14.4912   0.0262   1.2309    0     214    1277.54     2.032      0.923835682     
  17:01:17.68   -30:09:56.2   45     OGLE-BLG-RRLYR-41979   15.453   -99.99   0.5173206   3.0E-7   0.694   0.5169   --       --      V   RRab   NGC6266-V45     255.32366865655   0.0874    -30.16564074645   0.0512    6029364979514073856   0.1384       0.0919    -5.623      0.162    -2.617      0.087    16.4717   0.0138   16.9255   0.0459   15.3561   0.0305   1.5695    0     307    317.74      1.673      0.952944423     
  17:01:17.89   -30:07:17.4   142    OGLE-BLG-RRLYR-41980   15.315   -99.99   0.2757483   1.4E-6   0.308   0.2758   --       --      V   RRc    NGC6266-NV142   255.32450895787   0.207     -30.12152811219   0.2058    6029365387525724288   -0.7809      0.1923    -6.462      0.406    -4.122      0.352    15.9997   0.0078   99.9999   9.9999   99.9999   9.9999   99.9999   0     186    403.45      99.999     0.287610774     
  17:01:18.63   -30:07:26.9   131    OGLE-BLG-RRLYR-41983   15.326   -99.99   0.3131697   6.0E-7   0.259   0.3132   16.530   0.431   V   RRc    NGC6266-NV131   255.32760642728   0.0862    -30.1241604523    0.0482    6029365185672887040   0.0696       0.0954    -5.504      0.157    -2.899      0.089    16.1783   0.0073   99.9999   9.9999   99.9999   9.9999   99.9999   0     282    352.2       99.999     0.974753843     
  17:01:18.81   -30:07:32.8   128    OGLE-BLG-RRLYR-41984   15.515   -99.99   0.2503419   1.2E-6   0.172   0.2504   16.692   0.359   V   RRc    NGC6266-NV128   255.32835312206   0.152     -30.12580320136   0.0724    6029365181367300224   -0.3453      0.1661    -4.726      0.204    -4.385      0.123    16.3075   0.0051   16.7116   0.0178   15.4401   0.0107   1.2715    0     277    535.48      1.452      0.143162034     
  17:01:18.83   -30:09:50.6   52     OGLE-BLG-RRLYR-41985   15.422   -99.99   0.5045347   6.0E-7   0.714   0.5054   --       --      V   RRab   NGC6266-V52     255.32842982256   0.0725    -30.16407716731   0.0456    6029364979615403008   0.0721       0.0778    -5.227      0.138    -3.207      0.078    16.4421   0.0132   16.9498   0.0453   15.4959   0.031    1.4539    0     307    309.64      1.478      0.979823457     
  17:01:19.33   -30:08:44.0   101    OGLE-BLG-RRLYR-41991   15.316   -99.99   0.3055753   4.0E-7   0.215   0.3055   16.516   0.397   V   RRc    NGC6266-NV101   255.33053628131   0.0939    -30.14557516617   0.0541    6029365013873931008   -0.1935      0.0853    -3.365      0.181    -2.677      0.089    16.1675   0.0064   16.6263   0.0235   15.3093   0.0227   1.3169    0     291    321.31      1.42       0.238072167     
  17:01:19.53   -30:08:56.1   103    OGLE-BLG-RRLYR-41992   15.36    -99.99   0.483625    2.4E-6   0.572   0.4836   16.655   0.611   V   RRab   NGC6266-NV103   255.33136097495   0.0831    -30.14894239759   0.05      6029365009568611968   0.6529       0.0874    -4.596      0.149    -2.418      0.085    16.2798   0.0118   16.6884   0.0424   15.2684   0.028    1.42      0     319    367.15      1.585      0.943877527     
  17:01:19.79   -30:05:58.6   100    OGLE-BLG-RRLYR-41994   15.321   -99.99   0.2664845   3.0E-7   0.283   0.2665   16.370   0.490   V   RRc    NGC6266-NV100   255.33242386439   0.0818    -30.09962892801   0.05      6029365426191441664   -0.1291      0.081     -4.519      0.135    -3.311      0.085    16.0647   0.0086   16.2236   0.0272   15.135    0.0189   1.0885    0     268    270.32      1.636      0.962752034     
  17:01:20.11   -30:05:36.6   102    OGLE-BLG-RRLYR-41996   14.958   -99.99   0.630921    1.0E-6   0.339   0.6307   16.174   0.541   V   RRab   NGC6266-NV102   255.33377127163   0.1195    -30.09351316446   0.0715    6029388962692889600   -0.2933      0.1336    -5.187      0.202    -3.306      0.125    15.7802   0.0064   16.2213   0.0246   14.9404   0.0148   1.2808    0     316    791.26      1.412      0.975918857     
  17:01:20.20   -30:04:00.2   228    OGLE-BLG-RRLYR-41997   15.01    -99.99   0.6416882   2.2E-6   0.2     0.6417   16.253   0.322   V   RRab   NGC6266-NV228   255.33414465502   0.101     -30.06673033513   0.0493    6029391947603726592   0.0585       0.1044    -4.38       0.117    -3.014      0.081    15.8777   0.0045   16.4367   0.018    15.1021   0.0153   1.3347    0     316    280.04      1.308      0.963728934     
  17:01:20.46   -30:06:37.8   104    OGLE-BLG-RRLYR-42000   15.054   -99.99   0.6309217   2.4E-6   0.143   0.6307   16.380   0.221   V   RRab   NGC6266-NV104   255.33525472604   0.1278    -30.11054070669   0.0726    6029365426292159616   1.1329       0.1463    -2.804      0.209    -2.435      0.123    15.9287   0.0046   16.3485   0.0139   14.9726   0.0112   1.376     0     210    565.39      1.526      0.00484674972   
  17:01:20.84   -30:05:59.9   105    OGLE-BLG-RRLYR-42004   15.169   -99.99   0.5205011   4.0E-7   0.778   0.5205   16.351   1.162   V   RRab   NGC6266-NV105   255.33682661827   0.1396    -30.10000010518   0.0898    6029388893972811136   0.161        0.17      -4.377      0.246    -2.781      0.161    16.0196   0.0168   16.4296   0.063    15.1408   0.0384   1.2889    0     271    979.38      1.46       0.959640316     
  17:01:20.99   -30:03:53.0   229    OGLE-BLG-RRLYR-42006   15.199   -99.99   0.2790535   1.9E-6   0.15    0.2773   16.106   0.248   V   RRc    NGC6266-NV229   255.33745107447   0.0723    -30.06473300328   0.0408    6029391951989626112   0.1446       0.0743    -4.956      0.112    -2.819      0.07     15.8854   0.0045   16.2451   0.0165   15.2105   0.0105   1.0346    0     312    268.65      1.32       0.982473283     
  17:01:21.06   -30:05:28.4   21     OGLE-BLG-RRLYR-42007   15.196   -99.99   0.4502983   4.0E-7   0.897   0.4502   16.267   1.301   V   RRab   NGC6266-V21     255.33774259289   0.09      -30.0912461846    0.0512    6029388958306491520   0.2483       0.0936    -4.565      0.159    -3.199      0.089    16.1183   0.0144   16.4486   0.0432   15.1871   0.0368   1.2615    0     273    334.94      1.545      0.971342036     
  17:01:21.14   -30:08:30.5   63     OGLE-BLG-RRLYR-42009   15.141   -99.99   0.6421657   1.7E-6   0.385   0.6421   16.547   0.612   V   RRab   NGC6266-V63     255.3380873703    0.0774    -30.14182585698   0.0435    6029365112647835904   0.2974       0.075     -4.465      0.139    -2.901      0.074    16.0999   0.0078   16.6399   0.0316   15.2044   0.0189   1.4354    0     344    358.21      1.418      0.970033627     
  17:01:22.09   -30:06:03.3   106    OGLE-BLG-RRLYR-42011   15.168   -99.99   0.5036898   3.3E-6   0.629   0.5037   16.359   1.153   V   RRab   NGC6266-NV106   255.34205371616   0.123     -30.10094170842   0.0702    6029388893898293888   0.5072       0.1181    -4.03       0.191    -1.901      0.119    16.0936   0.0131   16.5252   0.0458   15.1804   0.0302   1.3448    0     271    531.11      1.481      0.285729524     
  17:01:22.15   -30:07:10.6   107    OGLE-BLG-RRLYR-42012   15.181   -99.99   0.5727145   6.0E-7   0.446   0.5728   16.541   0.680   V   RRab   NGC6266-NV107   255.34228755292   0.0839    -30.11965255899   0.0566    6029365220032534400   0.0638       0.096     -5.24       0.137    -3.147      0.097    16.1185   0.0107   16.5002   0.0361   15.1044   0.0198   1.3959    0     302    337.05      1.6        0.980841931     
  17:01:22.27   -30:05:14.1   59     OGLE-BLG-RRLYR-42013   15.072   -99.99   0.5793928   6.0E-7   0.546   0.5791   16.250   0.871   V   RRab   NGC6266-V59     255.34279151196   0.0765    -30.08726250883   0.04      6029388958306494080   0.3557       0.0807    -4.936      0.125    -3.292      0.07     15.8791   0.0117   16.3688   0.0442   15.0519   0.0263   1.3168    0     283    234.41      1.38       0.978013992     
  17:01:22.28   -30:06:38.6   108    OGLE-BLG-RRLYR-42014   15.347   -99.99   0.2988306   4.0E-7   0.269   0.2988   16.468   0.442   V   RRc    NGC6266-NV108   255.34283547889   0.1115    -30.11073629881   0.0539    6029365215727055744   -0.2559      0.1159    -6.243      0.163    -4.462      0.093    16.152    0.0082   16.5776   0.0337   15.3378   0.0276   1.2398    0     235    280.61      1.397      0.00657037483   
  17:01:22.29   -30:04:58.5   69     OGLE-BLG-RRLYR-42015   15.2     -99.99   0.3136033   5.0E-7   0.254   0.3136   16.249   0.417   V   RRc    NGC6266-V69     255.34284849455   0.0839    -30.0829422618    0.0437    6029388996977617792   0.5994       0.0862    -4.504      0.138    -2.389      0.076    15.9594   0.0075   16.3411   0.0282   15.2039   0.0225   1.1372    0     281    336.67      1.37       0.928452639     
  17:01:22.87   -29:58:52.3   46     OGLE-BLG-RRLYR-42020   15.82    -99.99   0.5387276   1.8E-6   0.752   0.5387   17.14    0.98    P   RRab   NGC6266-V46     255.34527906363   0.0825    -29.98120885555   0.0465    6029392845342995200   0.1247       0.0914    -7.009      0.147    -5.057      0.08     16.5588   0.014    16.961    0.0568   15.9025   0.0323   1.0586    0     327    307.83      1.286      1.0428513E-7    
