# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER
OGLE-BLG-RRLYR-41839	RRab	17:01:10.29	-30:05:18.0	15.018	-99.99	-99.99	0.5241246	0.0000004	7000.08903	0.667	0.528	4.297	0.363	2.599	-99.99	-99.99	BLG884.18.45477	NGC6266-V18	
OGLE-BLG-RRLYR-41840	RRc	17:01:10.41	-30:07:52.3	15.185	-99.99	-99.99	0.3166464	0.0000007	7000.22832	0.243	0.119	5.005	0.055	4.704	-99.99	-99.99	BLG884.18.44654	NGC6266-NV91	
OGLE-BLG-RRLYR-41841	RRab	17:01:10.54	-30:06:32.9	15.050	-99.99	-99.99	0.4872428	0.0000025	7000.04762	0.511	0.476	4.245	0.291	2.118	-99.99	-99.99	BLG884.18.46750	NGC6266-NV200	
OGLE-BLG-RRLYR-41842	RRab	17:01:10.57	-30:08:05.4	15.174	-99.99	-99.99	0.5256789	0.0000004	7000.15269	0.759	0.522	4.269	0.371	2.512	-99.99	-99.99	BLG884.18.44623	NGC6266-NV92	
OGLE-BLG-RRLYR-41843	RRab	17:01:10.73	-30:07:09.5	14.939	-99.99	-99.99	0.4927753	0.0000026	7000.47969	0.479	0.370	4.254	0.160	2.428	-99.99	-99.99	BLG884.18.44863	NGC6266-NV247	
OGLE-BLG-RRLYR-41844	RRc	17:01:10.73	-30:07:05.7	15.088	-99.99	-99.99	0.3152201	0.0000007	7000.06681	0.283	0.073	5.064	0.100	4.387	-99.99	-99.99	BLG884.18.44894	NGC6266-NV151	
OGLE-BLG-RRLYR-41845	RRab	17:01:10.79	-30:06:45.4	14.877	-99.99	-99.99	0.5892551	0.0000025	7000.21208	0.568	0.536	4.434	0.267	2.474	-99.99	-99.99	BLG884.18.45068	NGC6266-NV181	
OGLE-BLG-RRLYR-41846	RRab	17:01:10.95	-30:06:17.2	15.075	-99.99	-99.99	0.5084550	0.0000008	7000.30508	0.600	0.465	4.332	0.300	2.676	-99.99	-99.99	BLG884.18.45290	NGC6266-NV246	
OGLE-BLG-RRLYR-41848	RRab	17:01:10.99	-30:02:48.3	14.966	-99.99	-99.99	0.6118304	0.0000018	7000.44531	0.339	0.444	4.703	0.226	3.458	-99.99	-99.99	BLG884.18.45695	NGC6266-V47	
OGLE-BLG-RRLYR-41849	RRab	17:01:11.02	-30:06:24.7	14.985	-99.99	-99.99	0.5515406	0.0000004	7000.40269	0.869	0.544	4.278	0.356	2.489	-99.99	-99.99	BLG884.18.45240	NGC6266-NV205	
OGLE-BLG-RRLYR-41850	RRab	17:01:11.10	-30:05:07.2	15.017	-99.99	-99.99	0.5293810	0.0000035	7000.45701	0.505	0.434	4.308	0.250	2.600	-99.99	-99.99	BLG884.18.45500	NGC6266-V17	
OGLE-BLG-RRLYR-41852	RRab	17:01:11.19	-30:07:11.8	15.019	-99.99	-99.99	0.4659948	0.0000004	7000.02871	0.862	0.506	4.045	0.381	2.136	-99.99	-99.99	BLG884.18.44844	NGC6266-NV146	
OGLE-BLG-RRLYR-41853	RRab	17:01:11.25	-30:07:34.8	14.591	-99.99	-99.99	0.7707751	0.0000005	7000.33586	0.681	0.434	4.531	0.265	3.114	-99.99	-99.99	BLG884.18.43944	NGC6266-V38	
OGLE-BLG-RRLYR-41855	RRab	17:01:11.34	-30:07:43.5	15.130	-99.99	-99.99	0.4667030	0.0000005	7000.44319	0.814	0.507	4.128	0.392	2.203	-99.99	-99.99	BLG884.18.44681	NGC6266-V74	
OGLE-BLG-RRLYR-41856	RRab	17:01:11.36	-30:07:14.7	14.775	-99.99	-99.99	0.6104846	0.0000029	7000.56071	0.334	0.488	4.703	0.252	3.291	-99.99	-99.99	BLG884.18.44829	NGC6266-NV144	
OGLE-BLG-RRLYR-41857	RRab	17:01:11.54	-30:06:40.4	15.090	-99.99	-99.99	0.4677373	0.0000021	7000.46256	0.643	0.359	4.166	0.227	2.083	-99.99	-99.99	BLG884.18.45127	NGC6266-NV195	
OGLE-BLG-RRLYR-41858	RRc	17:01:11.58	-30:06:05.5	15.193	-99.99	-99.99	0.2666188	0.0000004	7000.03500	0.281	0.174	4.721	0.078	2.843	-99.99	-99.99	BLG884.18.45341	NGC6266-NV216	
OGLE-BLG-RRLYR-41859	RRab	17:01:11.61	-30:05:46.3	15.052	-99.99	-99.99	0.5523221	0.0000023	7000.42878	0.443	0.447	4.556	0.263	3.099	-99.99	-99.99	BLG884.18.45406	NGC6266-NV93	
OGLE-BLG-RRLYR-41860	RRab	17:01:11.66	-30:06:43.8	14.517	-99.99	-99.99	0.4909653	0.0000016	7000.43441	0.501	0.479	4.130	0.358	2.161	-99.99	-99.99	BLG884.18.45093	NGC6266-NV187	
OGLE-BLG-RRLYR-41861	RRab	17:01:11.68	-30:06:20.4	14.915	-99.99	-99.99	0.5409321	0.0000047	7000.30307	0.520	0.526	4.249	0.310	2.632	-99.99	-99.99	BLG884.18.45271	NGC6266-NV208	
OGLE-BLG-RRLYR-41863	RRc	17:01:11.71	-30:09:32.4	16.145	-99.99	-99.99	0.2804665	0.0000005	7000.20443	0.226	0.091	4.788	0.063	3.240	-99.99	-99.99	BLG884.18.45948	NGC6266-NV121	
OGLE-BLG-RRLYR-41864	RRab	17:01:11.73	-30:05:44.3	14.933	-99.99	-99.99	0.5227394	0.0000004	7000.35321	0.861	0.525	4.175	0.345	2.368	-99.99	-99.99	BLG884.18.45410	NGC6266-V19	
OGLE-BLG-RRLYR-41865	RRab	17:01:11.73	-30:03:45.6	14.861	-99.99	-99.99	0.6701176	0.0000051	7000.11137	0.104	0.234	5.021	0.000	-99.99	-99.99	-99.99	BLG884.18.45632	NGC6266-NV259	
OGLE-BLG-RRLYR-41866	RRc	17:01:11.85	-30:07:28.6	15.205	-99.99	-99.99	0.2611234	0.0000006	7000.19524	0.139	0.000	-99.99	0.000	-99.99	-99.99	-99.99	BLG884.18.44739	NGC6266-NV130	
OGLE-BLG-RRLYR-41867	RRc	17:01:11.86	-30:07:15.0	15.197	-99.99	-99.99	0.2950091	0.0000007	7000.02485	0.266	0.166	4.979	0.138	3.654	-99.99	-99.99	BLG884.18.44828	NGC6266-NV143	
OGLE-BLG-RRLYR-41868	RRc	17:01:11.95	-30:06:21.0	15.254	-99.99	-99.99	0.2650758	0.0000007	7000.24027	0.297	0.192	4.668	0.069	3.079	-99.99	-99.99	BLG884.18.46850	NGC6266-NV207	
OGLE-BLG-RRLYR-41869	RRab	17:01:11.96	-30:08:48.3	15.216	-99.99	-99.99	0.5736015	0.0000007	7000.30991	0.620	0.546	4.456	0.351	2.858	-99.99	-99.99	BLG884.18.44543	NGC6266-V33	
OGLE-BLG-RRLYR-41870	RRc	17:01:12.00	-30:07:26.0	15.198	-99.99	-99.99	0.2843517	0.0000016	7000.28327	0.253	0.118	4.912	0.100	3.578	-99.99	-99.99	BLG884.18.44752	NGC6266-NV132	
OGLE-BLG-RRLYR-41871	RRab	17:01:12.04	-30:06:22.1	14.896	-99.99	-99.99	0.6414585	0.0000035	7000.63152	0.430	0.422	4.601	0.239	3.121	-99.99	-99.99	BLG884.18.45260	NGC6266-NV206	
OGLE-BLG-RRLYR-41872	RRab	17:01:12.08	-30:07:20.2	15.012	-99.99	-99.99	0.5040967	0.0000005	7000.07721	0.642	0.511	4.292	0.366	2.525	-99.99	-99.99	BLG884.18.44790	NGC6266-NV261	
OGLE-BLG-RRLYR-41873	RRab	17:01:12.10	-30:06:45.1	15.094	-99.99	-99.99	0.5052786	0.0000015	7000.11767	0.747	0.534	4.245	0.339	2.446	-99.99	-99.99	BLG884.18.45074	NGC6266-NV182	
OGLE-BLG-RRLYR-41874	RRc	17:01:12.11	-30:07:01.7	14.745	-99.99	-99.99	0.2643684	0.0000006	7000.03010	0.204	0.249	4.452	0.070	2.794	-99.99	-99.99	BLG884.18.44927	-99.99	
OGLE-BLG-RRLYR-41875	RRab	17:01:12.12	-30:07:22.1	15.022	-99.99	-99.99	0.5147494	0.0000007	7000.00780	0.576	0.501	4.296	0.322	2.445	-99.99	-99.99	BLG884.18.44775	NGC6266-NV137	
